"","year","rgn_id","rgn_name","assessed","nmfs_original_species","catch","binary_assessed","weighted_assessed"
"6998",2014,4,"Mid-Atlantic Bight","yes","MONKFISH / ANGLERFISH / GOOSEFISH",125917.051735845,1,125917.051735845
"6999",2014,4,"Mid-Atlantic Bight","yes","MONKFISH / ANGLERFISH / GOOSEFISH",125917.051735845,1,125917.051735845
"7000",2015,4,"Mid-Atlantic Bight","yes","MONKFISH / ANGLERFISH / GOOSEFISH",109111.793976058,1,109111.793976058
"7001",2015,4,"Mid-Atlantic Bight","yes","MONKFISH / ANGLERFISH / GOOSEFISH",109111.793976058,1,109111.793976058
"7002",2016,4,"Mid-Atlantic Bight","yes","MONKFISH / ANGLERFISH / GOOSEFISH",87523.5942685904,1,87523.5942685904
"7003",2016,4,"Mid-Atlantic Bight","yes","MONKFISH / ANGLERFISH / GOOSEFISH",87523.5942685904,1,87523.5942685904
"7004",2017,4,"Mid-Atlantic Bight","yes","MONKFISH / ANGLERFISH / GOOSEFISH",84360.6599262581,1,84360.6599262581
"7005",2017,4,"Mid-Atlantic Bight","yes","MONKFISH / ANGLERFISH / GOOSEFISH",84360.6599262581,1,84360.6599262581
"7006",2005,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",366.688268946502,1,366.688268946502
"7007",2005,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",366.688268946502,1,366.688268946502
"7008",2006,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",660.518607104779,1,660.518607104779
"7009",2006,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",660.518607104779,1,660.518607104779
"7010",2007,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3377.24992756615,1,3377.24992756615
"7011",2007,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3377.24992756615,1,3377.24992756615
"7012",2008,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",748.068054800918,1,748.068054800918
"7013",2008,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",748.068054800918,1,748.068054800918
"7014",2009,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",635.033322672683,1,635.033322672683
"7015",2009,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",635.033322672683,1,635.033322672683
"7016",2010,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",80.6534295556902,1,80.6534295556902
"7017",2010,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",80.6534295556902,1,80.6534295556902
"7018",2011,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",680.607007774783,1,680.607007774783
"7019",2011,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",680.607007774783,1,680.607007774783
"7020",2012,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1271.8656065994,1,1271.8656065994
"7021",2012,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1271.8656065994,1,1271.8656065994
"7022",2013,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1251.77720592939,1,1251.77720592939
"7023",2013,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1251.77720592939,1,1251.77720592939
"7024",2014,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",325.012333228134,1,325.012333228134
"7025",2014,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",325.012333228134,1,325.012333228134
"7026",2015,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",305.823413185145,1,305.823413185145
"7027",2015,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",305.823413185145,1,305.823413185145
"7028",2016,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",48.5719538588171,1,48.5719538588171
"7029",2016,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",48.5719538588171,1,48.5719538588171
"7030",2017,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",33.2807831995599,1,33.2807831995599
"7031",2017,5,"Connecticut","yes","MONKFISH / ANGLERFISH / GOOSEFISH",33.2807831995599,1,33.2807831995599
"7032",2005,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6713.71518393257,1,6713.71518393257
"7033",2005,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6713.71518393257,1,6713.71518393257
"7034",2006,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2822.02082148778,1,2822.02082148778
"7035",2006,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2822.02082148778,1,2822.02082148778
"7036",2007,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",4411.03905180663,1,4411.03905180663
"7037",2007,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",4411.03905180663,1,4411.03905180663
"7038",2008,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2647.02674764531,1,2647.02674764531
"7039",2008,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2647.02674764531,1,2647.02674764531
"7040",2009,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2283.50044493444,1,2283.50044493444
"7041",2009,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2283.50044493444,1,2283.50044493444
"7042",2010,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2112.23879790769,1,2112.23879790769
"7043",2010,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2112.23879790769,1,2112.23879790769
"7044",2011,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3181.21685737246,1,3181.21685737246
"7045",2011,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3181.21685737246,1,3181.21685737246
"7046",2012,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3629.45534787749,1,3629.45534787749
"7047",2012,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3629.45534787749,1,3629.45534787749
"7048",2013,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2360.05796680945,1,2360.05796680945
"7049",2013,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2360.05796680945,1,2360.05796680945
"7050",2014,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1397.38407799147,1,1397.38407799147
"7051",2014,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1397.38407799147,1,1397.38407799147
"7052",2015,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2200.59526154366,1,2200.59526154366
"7053",2015,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2200.59526154366,1,2200.59526154366
"7054",2016,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3739.66609261248,1,3739.66609261248
"7055",2016,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3739.66609261248,1,3739.66609261248
"7056",2017,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6148.94298193787,1,6148.94298193787
"7057",2017,6,"Maine","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6148.94298193787,1,6148.94298193787
"7058",2005,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",17084.756534096,1,17084.756534096
"7059",2005,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",17084.756534096,1,17084.756534096
"7060",2006,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",7338.90979592038,1,7338.90979592038
"7061",2006,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",7338.90979592038,1,7338.90979592038
"7062",2007,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",8663.32675012878,1,8663.32675012878
"7063",2007,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",8663.32675012878,1,8663.32675012878
"7064",2008,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",8295.66570484332,1,8295.66570484332
"7065",2008,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",8295.66570484332,1,8295.66570484332
"7066",2009,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",8158.64887280856,1,8158.64887280856
"7067",2009,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",8158.64887280856,1,8158.64887280856
"7068",2010,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",9810.53826697323,1,9810.53826697323
"7069",2010,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",9810.53826697323,1,9810.53826697323
"7070",2011,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",7162.29211829398,1,7162.29211829398
"7071",2011,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",7162.29211829398,1,7162.29211829398
"7072",2012,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5589.21154929259,1,5589.21154929259
"7073",2012,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5589.21154929259,1,5589.21154929259
"7074",2013,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6001.55701047931,1,6001.55701047931
"7075",2013,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6001.55701047931,1,6001.55701047931
"7076",2014,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6381.69366995951,1,6381.69366995951
"7077",2014,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6381.69366995951,1,6381.69366995951
"7078",2015,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6777.46124425404,1,6777.46124425404
"7079",2015,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6777.46124425404,1,6777.46124425404
"7080",2016,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",8142.71863699606,1,8142.71863699606
"7081",2016,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",8142.71863699606,1,8142.71863699606
"7082",2017,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",12909.1207610217,1,12909.1207610217
"7083",2017,7,"Massachusetts-North","yes","MONKFISH / ANGLERFISH / GOOSEFISH",12909.1207610217,1,12909.1207610217
"7084",2005,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3882.57614824834,1,3882.57614824834
"7085",2005,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3882.57614824834,1,3882.57614824834
"7086",2006,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5033.33218311059,1,5033.33218311059
"7087",2006,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5033.33218311059,1,5033.33218311059
"7088",2007,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2178.53193320767,1,2178.53193320767
"7089",2007,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2178.53193320767,1,2178.53193320767
"7090",2008,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3171.36782238075,1,3171.36782238075
"7091",2008,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3171.36782238075,1,3171.36782238075
"7092",2009,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2521.69470454929,1,2521.69470454929
"7093",2009,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2521.69470454929,1,2521.69470454929
"7094",2010,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2607.645773673,1,2607.645773673
"7095",2010,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2607.645773673,1,2607.645773673
"7096",2011,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",4172.83054413014,1,4172.83054413014
"7097",2011,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",4172.83054413014,1,4172.83054413014
"7098",2012,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2692.35447240012,1,2692.35447240012
"7099",2012,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2692.35447240012,1,2692.35447240012
"7100",2013,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3490.50891836616,1,3490.50891836616
"7101",2013,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3490.50891836616,1,3490.50891836616
"7102",2014,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2807.95865715503,1,2807.95865715503
"7103",2014,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2807.95865715503,1,2807.95865715503
"7104",2015,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2027.29274178669,1,2027.29274178669
"7105",2015,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2027.29274178669,1,2027.29274178669
"7106",2016,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2128.45606729724,1,2128.45606729724
"7107",2016,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2128.45606729724,1,2128.45606729724
"7108",2017,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1977.35363448272,1,1977.35363448272
"7109",2017,8,"Massachusetts-South","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1977.35363448272,1,1977.35363448272
"7110",2005,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",415.484503533516,1,415.484503533516
"7111",2005,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",415.484503533516,1,415.484503533516
"7112",2006,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",118.482041772749,1,118.482041772749
"7113",2006,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",118.482041772749,1,118.482041772749
"7114",2007,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",248.232232171423,1,248.232232171423
"7115",2007,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",248.232232171423,1,248.232232171423
"7116",2008,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",123.791915853084,1,123.791915853084
"7117",2008,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",123.791915853084,1,123.791915853084
"7118",2009,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",118.60471213104,1,118.60471213104
"7119",2009,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",118.60471213104,1,118.60471213104
"7120",2010,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",158.016945816429,1,158.016945816429
"7121",2010,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",158.016945816429,1,158.016945816429
"7122",2011,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",223.189954743045,1,223.189954743045
"7123",2011,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",223.189954743045,1,223.189954743045
"7124",2012,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",217.109009839164,1,217.109009839164
"7125",2012,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",217.109009839164,1,217.109009839164
"7126",2013,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",155.125430228128,1,155.125430228128
"7127",2013,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",155.125430228128,1,155.125430228128
"7128",2014,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",103.516258061178,1,103.516258061178
"7129",2014,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",103.516258061178,1,103.516258061178
"7130",2015,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",123.84448886378,1,123.84448886378
"7131",2015,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",123.84448886378,1,123.84448886378
"7132",2016,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",107.459233863407,1,107.459233863407
"7133",2016,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",107.459233863407,1,107.459233863407
"7134",2017,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",339.604124761737,1,339.604124761737
"7135",2017,9,"New Hampshire","yes","MONKFISH / ANGLERFISH / GOOSEFISH",339.604124761737,1,339.604124761737
"7136",2005,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2838.34938677182,1,2838.34938677182
"7137",2005,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2838.34938677182,1,2838.34938677182
"7138",2006,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3738.47155600105,1,3738.47155600105
"7139",2006,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3738.47155600105,1,3738.47155600105
"7140",2007,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",9486.54235988446,1,9486.54235988446
"7141",2007,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",9486.54235988446,1,9486.54235988446
"7142",2008,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3625.4798218572,1,3625.4798218572
"7143",2008,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3625.4798218572,1,3625.4798218572
"7144",2009,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3171.67348546464,1,3171.67348546464
"7145",2009,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3171.67348546464,1,3171.67348546464
"7146",2010,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2225.36689682208,1,2225.36689682208
"7147",2010,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2225.36689682208,1,2225.36689682208
"7148",2011,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",4429.87704285688,1,4429.87704285688
"7149",2011,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",4429.87704285688,1,4429.87704285688
"7150",2012,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",4856.4448090718,1,4856.4448090718
"7151",2012,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",4856.4448090718,1,4856.4448090718
"7152",2013,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5975.52787043443,1,5975.52787043443
"7153",2013,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5975.52787043443,1,5975.52787043443
"7154",2014,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3726.08467682365,1,3726.08467682365
"7155",2014,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3726.08467682365,1,3726.08467682365
"7156",2015,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3856.61403587256,1,3856.61403587256
"7157",2015,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3856.61403587256,1,3856.61403587256
"7158",2016,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2706.66790042223,1,2706.66790042223
"7159",2016,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2706.66790042223,1,2706.66790042223
"7160",2017,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2079.9855149032,1,2079.9855149032
"7161",2017,10,"New York","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2079.9855149032,1,2079.9855149032
"7162",2005,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3763.26510679658,1,3763.26510679658
"7163",2005,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3763.26510679658,1,3763.26510679658
"7164",2006,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5472.4625924263,1,5472.4625924263
"7165",2006,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5472.4625924263,1,5472.4625924263
"7166",2007,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6521.56566553478,1,6521.56566553478
"7167",2007,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6521.56566553478,1,6521.56566553478
"7168",2008,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5197.40176000104,1,5197.40176000104
"7169",2008,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5197.40176000104,1,5197.40176000104
"7170",2009,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5328.51207824649,1,5328.51207824649
"7171",2009,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5328.51207824649,1,5328.51207824649
"7172",2010,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5136.91169707254,1,5136.91169707254
"7173",2010,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5136.91169707254,1,5136.91169707254
"7174",2011,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5025.76418306289,1,5025.76418306289
"7175",2011,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5025.76418306289,1,5025.76418306289
"7176",2012,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5886.53023084692,1,5886.53023084692
"7177",2012,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5886.53023084692,1,5886.53023084692
"7178",2013,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5874.69088891668,1,5874.69088891668
"7179",2013,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5874.69088891668,1,5874.69088891668
"7180",2014,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3151.26777863673,1,3151.26777863673
"7181",2014,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3151.26777863673,1,3151.26777863673
"7182",2015,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3062.98610329121,1,3062.98610329121
"7183",2015,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",3062.98610329121,1,3062.98610329121
"7184",2016,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1787.70512188335,1,1787.70512188335
"7185",2016,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1787.70512188335,1,1787.70512188335
"7186",2017,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1960.15231783674,1,1960.15231783674
"7187",2017,11,"Rhode Island","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1960.15231783674,1,1960.15231783674
"7188",2005,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",243082.840833463,1,243082.840833463
"7189",2005,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",243082.840833463,1,243082.840833463
"7190",2006,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",180124.686698523,1,180124.686698523
"7191",2006,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",180124.686698523,1,180124.686698523
"7192",2007,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",103497.528894796,1,103497.528894796
"7193",2007,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",103497.528894796,1,103497.528894796
"7194",2008,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",80115.2636120105,1,80115.2636120105
"7195",2008,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",80115.2636120105,1,80115.2636120105
"7196",2009,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",67077.655787867,1,67077.655787867
"7197",2009,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",67077.655787867,1,67077.655787867
"7198",2010,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",32213.8320428472,1,32213.8320428472
"7199",2010,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",32213.8320428472,1,32213.8320428472
"7200",2011,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",66580.3178717654,1,66580.3178717654
"7201",2011,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",66580.3178717654,1,66580.3178717654
"7202",2012,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",52576.6231151267,1,52576.6231151267
"7203",2012,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",52576.6231151267,1,52576.6231151267
"7204",2013,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",45034.5259518856,1,45034.5259518856
"7205",2013,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",45034.5259518856,1,45034.5259518856
"7206",2014,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",60963.6649556442,1,60963.6649556442
"7207",2014,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",60963.6649556442,1,60963.6649556442
"7208",2015,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",59833.6521445328,1,59833.6521445328
"7209",2015,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",59833.6521445328,1,59833.6521445328
"7210",2016,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",41389.6403084336,1,41389.6403084336
"7211",2016,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",41389.6403084336,1,41389.6403084336
"7212",2017,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",40397.2360911564,1,40397.2360911564
"7213",2017,1,"Offshore","yes","MONKFISH / ANGLERFISH / GOOSEFISH",40397.2360911564,1,40397.2360911564
"7214",2005,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",990997.242608208,1,990997.242608208
"7215",2005,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",990997.242608208,1,990997.242608208
"7216",2006,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",823371.574019998,1,823371.574019998
"7217",2006,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",823371.574019998,1,823371.574019998
"7218",2007,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",538606.179373237,1,538606.179373237
"7219",2007,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",538606.179373237,1,538606.179373237
"7220",2008,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",432217.421189702,1,432217.421189702
"7221",2008,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",432217.421189702,1,432217.421189702
"7222",2009,2,"Georges Bank","yes","MONKFISH / ANGLERFISH / GOOSEFISH",335748.066198434,1,335748.066198434
