"","year","rgn_id","rgn_name","assessed","nmfs_original_species","catch","binary_assessed","weighted_assessed"
"319",2009,4,"Mid-Atlantic Bight","no","BONITO",28548.2077252326,0,0
"320",2010,4,"Mid-Atlantic Bight","no","BONITO",24943.4727795237,0,0
"321",2011,4,"Mid-Atlantic Bight","no","BONITO",17196.5707717561,0,0
"322",2012,4,"Mid-Atlantic Bight","no","BONITO",5061.71447023011,0,0
"323",2013,4,"Mid-Atlantic Bight","no","BONITO",6329.94973551134,0,0
"324",2014,4,"Mid-Atlantic Bight","no","BONITO",11234.7259574278,0,0
"325",2015,4,"Mid-Atlantic Bight","no","BONITO",4764.52025568779,0,0
"326",2016,4,"Mid-Atlantic Bight","no","BONITO",5669.42306577464,0,0
"327",2017,4,"Mid-Atlantic Bight","no","BONITO",11112.6473912774,0,0
"328",2005,5,"Connecticut","no","BONITO",168.802531003173,0,0
"329",2006,5,"Connecticut","no","BONITO",220.072926743036,0,0
"330",2007,5,"Connecticut","no","BONITO",446.142390999506,0,0
"331",2008,5,"Connecticut","no","BONITO",13.492209405227,0,0
"332",2009,5,"Connecticut","no","BONITO",172.100626635562,0,0
"333",2010,5,"Connecticut","no","BONITO",66.2617395234481,0,0
"334",2011,5,"Connecticut","no","BONITO",52.1698763668777,0,0
"335",2012,5,"Connecticut","no","BONITO",104.039925858084,0,0
"336",2013,5,"Connecticut","no","BONITO",65.6620857721047,0,0
"337",2014,5,"Connecticut","no","BONITO",104.939406485099,0,0
"338",2015,5,"Connecticut","no","BONITO",80.3536026800185,0,0
"339",2016,5,"Connecticut","no","BONITO",13.492209405227,0,0
"340",2017,5,"Connecticut","no","BONITO",335.506273876644,0,0
"341",2014,7,"Massachusetts-North","no","BONITO",122.45681552738,0,0
"342",2005,8,"Massachusetts-South","no","BONITO",15.6400190269963,0,0
"343",2006,8,"Massachusetts-South","no","BONITO",1.7231980911691,0,0
"344",2007,8,"Massachusetts-South","no","BONITO",131.276061489843,0,0
"345",2008,8,"Massachusetts-South","no","BONITO",0.000388982822602536,0,0
"346",2009,8,"Massachusetts-South","no","BONITO",45.3045681146766,0,0
"347",2010,8,"Massachusetts-South","no","BONITO",3.04387508259597,0,0
"348",2011,8,"Massachusetts-South","no","BONITO",63.6672267904929,0,0
"349",2012,8,"Massachusetts-South","no","BONITO",14.5015723639255,0,0
"350",2013,8,"Massachusetts-South","no","BONITO",2.40866923698541,0,0
"351",2014,8,"Massachusetts-South","no","BONITO",200.194925094384,0,0
"352",2015,8,"Massachusetts-South","no","BONITO",1.6953563804346,0,0
"353",2016,8,"Massachusetts-South","no","BONITO",3.36284597097902,0,0
"354",2017,8,"Massachusetts-South","no","BONITO",7.28123254215017,0,0
"355",2005,10,"New York","no","BONITO",712.021436451217,0,0
"356",2006,10,"New York","no","BONITO",776.226962642308,0,0
"357",2007,10,"New York","no","BONITO",1715.77567201295,0,0
"358",2008,10,"New York","no","BONITO",674.119435803971,0,0
"359",2009,10,"New York","no","BONITO",1809.34510689192,0,0
"360",2010,10,"New York","no","BONITO",1543.99314087201,0,0
"361",2011,10,"New York","no","BONITO",681.582857389074,0,0
"362",2012,10,"New York","no","BONITO",376.842642160627,0,0
"363",2013,10,"New York","no","BONITO",408.410117682581,0,0
"364",2014,10,"New York","no","BONITO",446.23543779939,0,0
"365",2015,10,"New York","no","BONITO",175.437539046378,0,0
"366",2016,10,"New York","no","BONITO",28.3046649125162,0,0
"367",2017,10,"New York","no","BONITO",672.851511562043,0,0
"368",2005,11,"Rhode Island","no","BONITO",2547.28620142756,0,0
"369",2006,11,"Rhode Island","no","BONITO",4928.31826694617,0,0
"370",2007,11,"Rhode Island","no","BONITO",3144.49148671155,0,0
"371",2008,11,"Rhode Island","no","BONITO",589.521890153089,0,0
"372",2009,11,"Rhode Island","no","BONITO",5523.24519201203,0,0
"373",2010,11,"Rhode Island","no","BONITO",1338.17383722104,0,0
"374",2011,11,"Rhode Island","no","BONITO",3769.8773546868,0,0
"375",2012,11,"Rhode Island","no","BONITO",1586.15051248989,0,0
"376",2013,11,"Rhode Island","no","BONITO",1117.16630492761,0,0
"377",2014,11,"Rhode Island","no","BONITO",3902.71872886278,0,0
"378",2015,11,"Rhode Island","no","BONITO",2826.24829819082,0,0
"379",2016,11,"Rhode Island","no","BONITO",3511.74926361263,0,0
"380",2017,11,"Rhode Island","no","BONITO",6848.00656185905,0,0
"381",2005,1,"Offshore","yes","BUTTERFISH",71526.804729274,1,71526.804729274
"382",2006,1,"Offshore","yes","BUTTERFISH",75719.887723665,1,75719.887723665
"383",2007,1,"Offshore","yes","BUTTERFISH",96426.7108621607,1,96426.7108621607
"384",2008,1,"Offshore","yes","BUTTERFISH",80719.6503758699,1,80719.6503758699
"385",2009,1,"Offshore","yes","BUTTERFISH",75092.2691027605,1,75092.2691027605
"386",2010,1,"Offshore","yes","BUTTERFISH",74722.8364798672,1,74722.8364798672
"387",2011,1,"Offshore","yes","BUTTERFISH",91263.3229236761,1,91263.3229236761
"388",2012,1,"Offshore","yes","BUTTERFISH",62761.2237962255,1,62761.2237962255
"389",2013,1,"Offshore","yes","BUTTERFISH",123805.986442205,1,123805.986442205
"390",2014,1,"Offshore","yes","BUTTERFISH",511098.242010644,1,511098.242010644
"391",2015,1,"Offshore","yes","BUTTERFISH",609064.75001125,1,609064.75001125
"392",2016,1,"Offshore","yes","BUTTERFISH",203365.018825125,1,203365.018825125
"393",2017,1,"Offshore","yes","BUTTERFISH",550160.140399253,1,550160.140399253
"394",2005,2,"Georges Bank","yes","BUTTERFISH",62583.7246434856,1,62583.7246434856
"395",2006,2,"Georges Bank","yes","BUTTERFISH",75958.7785826818,1,75958.7785826818
"396",2007,2,"Georges Bank","yes","BUTTERFISH",109410.080111955,1,109410.080111955
"397",2008,2,"Georges Bank","yes","BUTTERFISH",82144.5521225496,1,82144.5521225496
"398",2009,2,"Georges Bank","yes","BUTTERFISH",155386.178449493,1,155386.178449493
"399",2010,2,"Georges Bank","yes","BUTTERFISH",163300.165009043,1,163300.165009043
"400",2011,2,"Georges Bank","yes","BUTTERFISH",100271.639118986,1,100271.639118986
"401",2012,2,"Georges Bank","yes","BUTTERFISH",118545.954358918,1,118545.954358918
"402",2013,2,"Georges Bank","yes","BUTTERFISH",339413.391279092,1,339413.391279092
"403",2014,2,"Georges Bank","yes","BUTTERFISH",2201170.77369043,1,2201170.77369043
"404",2015,2,"Georges Bank","yes","BUTTERFISH",2031083.36317207,1,2031083.36317207
"405",2016,2,"Georges Bank","yes","BUTTERFISH",626711.533866538,1,626711.533866538
"406",2017,2,"Georges Bank","yes","BUTTERFISH",3487812.28405905,1,3487812.28405905
"407",2005,3,"Gulf of Maine","yes","BUTTERFISH",1070.31539351443,1,1070.31539351443
"408",2006,3,"Gulf of Maine","yes","BUTTERFISH",6512.67713783053,1,6512.67713783053
"409",2007,3,"Gulf of Maine","yes","BUTTERFISH",4308.53374591271,1,4308.53374591271
"410",2008,3,"Gulf of Maine","yes","BUTTERFISH",1129.96357940259,1,1129.96357940259
"411",2009,3,"Gulf of Maine","yes","BUTTERFISH",23322.405722604,1,23322.405722604
"412",2010,3,"Gulf of Maine","yes","BUTTERFISH",38759.778776707,1,38759.778776707
"413",2011,3,"Gulf of Maine","yes","BUTTERFISH",26599.255159555,1,26599.255159555
"414",2012,3,"Gulf of Maine","yes","BUTTERFISH",34026.9619296469,1,34026.9619296469
"415",2013,3,"Gulf of Maine","yes","BUTTERFISH",33713.0526599437,1,33713.0526599437
"416",2014,3,"Gulf of Maine","yes","BUTTERFISH",27331.1921643993,1,27331.1921643993
"417",2015,3,"Gulf of Maine","yes","BUTTERFISH",111863.714733455,1,111863.714733455
"418",2016,3,"Gulf of Maine","yes","BUTTERFISH",65425.3386253582,1,65425.3386253582
"419",2017,3,"Gulf of Maine","yes","BUTTERFISH",59973.4959412336,1,59973.4959412336
"420",2005,4,"Mid-Atlantic Bight","yes","BUTTERFISH",236615.881284474,1,236615.881284474
"421",2006,4,"Mid-Atlantic Bight","yes","BUTTERFISH",358250.757676226,1,358250.757676226
"422",2007,4,"Mid-Atlantic Bight","yes","BUTTERFISH",531000.022737251,1,531000.022737251
"423",2008,4,"Mid-Atlantic Bight","yes","BUTTERFISH",432946.489225589,1,432946.489225589
"424",2009,4,"Mid-Atlantic Bight","yes","BUTTERFISH",416707.393968569,1,416707.393968569
"425",2010,4,"Mid-Atlantic Bight","yes","BUTTERFISH",457531.968600186,1,457531.968600186
"426",2011,4,"Mid-Atlantic Bight","yes","BUTTERFISH",490877.976803999,1,490877.976803999
"427",2012,4,"Mid-Atlantic Bight","yes","BUTTERFISH",466489.207681573,1,466489.207681573
"428",2013,4,"Mid-Atlantic Bight","yes","BUTTERFISH",810326.881465067,1,810326.881465067
"429",2014,4,"Mid-Atlantic Bight","yes","BUTTERFISH",2362169.85250328,1,2362169.85250328
"430",2015,4,"Mid-Atlantic Bight","yes","BUTTERFISH",937617.912226689,1,937617.912226689
"431",2016,4,"Mid-Atlantic Bight","yes","BUTTERFISH",640648.480062222,1,640648.480062222
"432",2017,4,"Mid-Atlantic Bight","yes","BUTTERFISH",3219539.25292072,1,3219539.25292072
"433",2005,5,"Connecticut","yes","BUTTERFISH",73559.5256772975,1,73559.5256772975
"434",2006,5,"Connecticut","yes","BUTTERFISH",89805.0452818178,1,89805.0452818178
"435",2007,5,"Connecticut","yes","BUTTERFISH",47417.3205606054,1,47417.3205606054
"436",2008,5,"Connecticut","yes","BUTTERFISH",33211.8230181554,1,33211.8230181554
"437",2009,5,"Connecticut","yes","BUTTERFISH",26944.5418359896,1,26944.5418359896
"438",2010,5,"Connecticut","yes","BUTTERFISH",43166.0752904562,1,43166.0752904562
"439",2011,5,"Connecticut","yes","BUTTERFISH",46505.247204812,1,46505.247204812
"440",2012,5,"Connecticut","yes","BUTTERFISH",38040.834677724,1,38040.834677724
"441",2013,5,"Connecticut","yes","BUTTERFISH",36974.6503078354,1,36974.6503078354
"442",2014,5,"Connecticut","yes","BUTTERFISH",60762.6147967532,1,60762.6147967532
"443",2015,5,"Connecticut","yes","BUTTERFISH",56397.4353138488,1,56397.4353138488
"444",2016,5,"Connecticut","yes","BUTTERFISH",80697.504106414,1,80697.504106414
"445",2017,5,"Connecticut","yes","BUTTERFISH",77487.5575754726,1,77487.5575754726
"446",2005,6,"Maine","yes","BUTTERFISH",4.30918451496231,1,4.30918451496231
"447",2006,6,"Maine","yes","BUTTERFISH",99.4559786053301,1,99.4559786053301
"448",2007,6,"Maine","yes","BUTTERFISH",444.880209324709,1,444.880209324709
"449",2008,6,"Maine","yes","BUTTERFISH",94.2849571873754,1,94.2849571873754
"450",2009,6,"Maine","yes","BUTTERFISH",496.590423504257,1,496.590423504257
"451",2010,6,"Maine","yes","BUTTERFISH",382.483217548055,1,382.483217548055
"452",2011,6,"Maine","yes","BUTTERFISH",1037.65163120292,1,1037.65163120292
"453",2012,6,"Maine","yes","BUTTERFISH",1522.34870544589,1,1522.34870544589
"454",2013,6,"Maine","yes","BUTTERFISH",1126.76556697235,1,1126.76556697235
"455",2014,6,"Maine","yes","BUTTERFISH",1210.19137918202,1,1210.19137918202
"456",2015,6,"Maine","yes","BUTTERFISH",1878.63208114297,1,1878.63208114297
"457",2016,6,"Maine","yes","BUTTERFISH",1216.05187012236,1,1216.05187012236
"458",2017,6,"Maine","yes","BUTTERFISH",1465.63983722898,1,1465.63983722898
"459",2005,7,"Massachusetts-North","yes","BUTTERFISH",21.6768781730352,1,21.6768781730352
"460",2006,7,"Massachusetts-North","yes","BUTTERFISH",303.889004918918,1,303.889004918918
"461",2007,7,"Massachusetts-North","yes","BUTTERFISH",520.211081649192,1,520.211081649192
"462",2008,7,"Massachusetts-North","yes","BUTTERFISH",176.19808583553,1,176.19808583553
"463",2009,7,"Massachusetts-North","yes","BUTTERFISH",8501.88405353102,1,8501.88405353102
"464",2010,7,"Massachusetts-North","yes","BUTTERFISH",9467.55437700236,1,9467.55437700236
"465",2011,7,"Massachusetts-North","yes","BUTTERFISH",9372.2631583769,1,9372.2631583769
"466",2012,7,"Massachusetts-North","yes","BUTTERFISH",3937.69905884475,1,3937.69905884475
"467",2013,7,"Massachusetts-North","yes","BUTTERFISH",8391.90827467281,1,8391.90827467281
"468",2014,7,"Massachusetts-North","yes","BUTTERFISH",10332.2226116526,1,10332.2226116526
"469",2015,7,"Massachusetts-North","yes","BUTTERFISH",20453.8692878117,1,20453.8692878117
"470",2016,7,"Massachusetts-North","yes","BUTTERFISH",10853.169627726,1,10853.169627726
"471",2017,7,"Massachusetts-North","yes","BUTTERFISH",16189.7538718833,1,16189.7538718833
"472",2005,8,"Massachusetts-South","yes","BUTTERFISH",4137.3204243736,1,4137.3204243736
"473",2006,8,"Massachusetts-South","yes","BUTTERFISH",7029.70474823068,1,7029.70474823068
"474",2007,8,"Massachusetts-South","yes","BUTTERFISH",11133.8288209265,1,11133.8288209265
"475",2008,8,"Massachusetts-South","yes","BUTTERFISH",12915.9029756738,1,12915.9029756738
"476",2009,8,"Massachusetts-South","yes","BUTTERFISH",16823.3253666423,1,16823.3253666423
"477",2010,8,"Massachusetts-South","yes","BUTTERFISH",29658.6384801581,1,29658.6384801581
"478",2011,8,"Massachusetts-South","yes","BUTTERFISH",15362.0742730629,1,15362.0742730629
"479",2012,8,"Massachusetts-South","yes","BUTTERFISH",20721.6559775671,1,20721.6559775671
"480",2013,8,"Massachusetts-South","yes","BUTTERFISH",18343.2713734714,1,18343.2713734714
"481",2014,8,"Massachusetts-South","yes","BUTTERFISH",57691.5481412775,1,57691.5481412775
"482",2015,8,"Massachusetts-South","yes","BUTTERFISH",28540.8084932854,1,28540.8084932854
"483",2016,8,"Massachusetts-South","yes","BUTTERFISH",30112.2652002068,1,30112.2652002068
"484",2017,8,"Massachusetts-South","yes","BUTTERFISH",100018.46858571,1,100018.46858571
"485",2005,9,"New Hampshire","yes","BUTTERFISH",0.43810842246986,1,0.43810842246986
"486",2006,9,"New Hampshire","yes","BUTTERFISH",10.1115423906044,1,10.1115423906044
"487",2007,9,"New Hampshire","yes","BUTTERFISH",45.2303135357883,1,45.2303135357883
"488",2008,9,"New Hampshire","yes","BUTTERFISH",9.58581228364053,1,9.58581228364053
"489",2009,9,"New Hampshire","yes","BUTTERFISH",50.4876146054266,1,50.4876146054266
"490",2010,9,"New Hampshire","yes","BUTTERFISH",38.8865035784248,1,38.8865035784248
"491",2011,9,"New Hampshire","yes","BUTTERFISH",105.496508130742,1,105.496508130742
"492",2012,9,"New Hampshire","yes","BUTTERFISH",154.774943490152,1,154.774943490152
"493",2013,9,"New Hampshire","yes","BUTTERFISH",114.556590307419,1,114.556590307419
"494",2014,9,"New Hampshire","yes","BUTTERFISH",123.038369366435,1,123.038369366435
"495",2015,9,"New Hampshire","yes","BUTTERFISH",190.99774785996,1,190.99774785996
"496",2016,9,"New Hampshire","yes","BUTTERFISH",123.634196820994,1,123.634196820994
"497",2017,9,"New Hampshire","yes","BUTTERFISH",149.009436650449,1,149.009436650449
"498",2005,10,"New York","yes","BUTTERFISH",150592.335315618,1,150592.335315618
"499",2006,10,"New York","yes","BUTTERFISH",185956.283197212,1,185956.283197212
"500",2007,10,"New York","yes","BUTTERFISH",101647.767235534,1,101647.767235534
"501",2008,10,"New York","yes","BUTTERFISH",70936.7629538084,1,70936.7629538084
"502",2009,10,"New York","yes","BUTTERFISH",58425.9253370025,1,58425.9253370025
"503",2010,10,"New York","yes","BUTTERFISH",93524.1730380603,1,93524.1730380603
"504",2011,10,"New York","yes","BUTTERFISH",99240.1178054378,1,99240.1178054378
"505",2012,10,"New York","yes","BUTTERFISH",87858.8744681962,1,87858.8744681962
"506",2013,10,"New York","yes","BUTTERFISH",80177.7877280949,1,80177.7877280949
"507",2014,10,"New York","yes","BUTTERFISH",156754.864758308,1,156754.864758308
"508",2015,10,"New York","yes","BUTTERFISH",115430.532189514,1,115430.532189514
"509",2016,10,"New York","yes","BUTTERFISH",164663.275240856,1,164663.275240856
"510",2017,10,"New York","yes","BUTTERFISH",162171.946355959,1,162171.946355959
"511",2005,11,"Rhode Island","yes","BUTTERFISH",20026.3950859509,1,20026.3950859509
"512",2006,11,"Rhode Island","yes","BUTTERFISH",31791.2052355048,1,31791.2052355048
"513",2007,11,"Rhode Island","yes","BUTTERFISH",59060.5427202145,1,59060.5427202145
"514",2008,11,"Rhode Island","yes","BUTTERFISH",27995.2632289689,1,27995.2632289689
"515",2009,11,"Rhode Island","yes","BUTTERFISH",31771.966456176,1,31771.966456176
"516",2010,11,"Rhode Island","yes","BUTTERFISH",73066.4100634701,1,73066.4100634701
"517",2011,11,"Rhode Island","yes","BUTTERFISH",109005.772212253,1,109005.772212253
"518",2012,11,"Rhode Island","yes","BUTTERFISH",101461.494926441,1,101461.494926441
"519",2013,11,"Rhode Island","yes","BUTTERFISH",259140.490799162,1,259140.490799162
"520",2014,11,"Rhode Island","yes","BUTTERFISH",76626.4640517991,1,76626.4640517991
"521",2015,11,"Rhode Island","yes","BUTTERFISH",77245.0229086235,1,77245.0229086235
"522",2016,11,"Rhode Island","yes","BUTTERFISH",86542.4949962087,1,86542.4949962087
"523",2017,11,"Rhode Island","yes","BUTTERFISH",117251.59487037,1,117251.59487037
"524",2016,2,"Georges Bank","no","CLAM, RAZOR",218.557515942178,0,0
"525",2016,3,"Gulf of Maine","no","CLAM, RAZOR",371.291737498955,0,0
"526",2016,7,"Massachusetts-North","no","CLAM, RAZOR",11.9581164653077,0,0
"527",2016,8,"Massachusetts-South","no","CLAM, RAZOR",7.79869743493897,0,0
"528",2005,1,"Offshore","yes","CLAM, SURF",165201.697582229,1,165201.697582229
"529",2006,1,"Offshore","yes","CLAM, SURF",92364.080817384,1,92364.080817384
"530",2007,1,"Offshore","yes","CLAM, SURF",14925.7655024418,1,14925.7655024418
"531",2008,1,"Offshore","yes","CLAM, SURF",23295.7002778262,1,23295.7002778262
"532",2009,1,"Offshore","yes","CLAM, SURF",64488.1145743477,1,64488.1145743477
"533",2010,1,"Offshore","yes","CLAM, SURF",110497.047341888,1,110497.047341888
"534",2011,1,"Offshore","yes","CLAM, SURF",102189.916833047,1,102189.916833047
"535",2012,1,"Offshore","yes","CLAM, SURF",111627.449616877,1,111627.449616877
"536",2013,1,"Offshore","yes","CLAM, SURF",136116.275543563,1,136116.275543563
"537",2014,1,"Offshore","yes","CLAM, SURF",115226.214220056,1,115226.214220056
"538",2015,1,"Offshore","yes","CLAM, SURF",1165839.30572863,1,1165839.30572863
"539",2016,1,"Offshore","yes","CLAM, SURF",1307579.69311083,1,1307579.69311083
"540",2017,1,"Offshore","yes","CLAM, SURF",2171860.08948884,1,2171860.08948884
"541",2005,2,"Georges Bank","yes","CLAM, SURF",1948347.91965009,1,1948347.91965009
"542",2006,2,"Georges Bank","yes","CLAM, SURF",1185570.80150516,1,1185570.80150516
"543",2007,2,"Georges Bank","yes","CLAM, SURF",513718.190364576,1,513718.190364576
"544",2008,2,"Georges Bank","yes","CLAM, SURF",562421.629966001,1,562421.629966001
"545",2009,2,"Georges Bank","yes","CLAM, SURF",1595603.17264425,1,1595603.17264425
"546",2010,2,"Georges Bank","yes","CLAM, SURF",2948110.14196537,1,2948110.14196537
"547",2011,2,"Georges Bank","yes","CLAM, SURF",2639985.64431623,1,2639985.64431623
"548",2012,2,"Georges Bank","yes","CLAM, SURF",7859366.15102695,1,7859366.15102695
"549",2013,2,"Georges Bank","yes","CLAM, SURF",9529446.30948536,1,9529446.30948536
"550",2014,2,"Georges Bank","yes","CLAM, SURF",7884981.08774931,1,7884981.08774931
"551",2015,2,"Georges Bank","yes","CLAM, SURF",9202501.5264434,1,9202501.5264434
"552",2016,2,"Georges Bank","yes","CLAM, SURF",10284850.6389209,1,10284850.6389209
"553",2017,2,"Georges Bank","yes","CLAM, SURF",9760667.74362349,1,9760667.74362349
"554",2005,3,"Gulf of Maine","yes","CLAM, SURF",680781.05227874,1,680781.05227874
"555",2006,3,"Gulf of Maine","yes","CLAM, SURF",209267.327354165,1,209267.327354165
"556",2007,3,"Gulf of Maine","yes","CLAM, SURF",486308.74706218,1,486308.74706218
"557",2008,3,"Gulf of Maine","yes","CLAM, SURF",377144.75610189,1,377144.75610189
"558",2009,3,"Gulf of Maine","yes","CLAM, SURF",1379566.71045128,1,1379566.71045128
"559",2010,3,"Gulf of Maine","yes","CLAM, SURF",2825511.86211766,1,2825511.86211766
"560",2011,3,"Gulf of Maine","yes","CLAM, SURF",2516449.83717349,1,2516449.83717349
"561",2012,3,"Gulf of Maine","yes","CLAM, SURF",7913135.51206716,1,7913135.51206716
"562",2013,3,"Gulf of Maine","yes","CLAM, SURF",9150377.07523617,1,9150377.07523617
"563",2014,3,"Gulf of Maine","yes","CLAM, SURF",8243665.42302738,1,8243665.42302738
"564",2015,3,"Gulf of Maine","yes","CLAM, SURF",7423255.57391235,1,7423255.57391235
"565",2016,3,"Gulf of Maine","yes","CLAM, SURF",7210495.67786712,1,7210495.67786712
"566",2017,3,"Gulf of Maine","yes","CLAM, SURF",4469885.83872338,1,4469885.83872338
"567",2005,4,"Mid-Atlantic Bight","yes","CLAM, SURF",2495174.83017108,1,2495174.83017108
"568",2006,4,"Mid-Atlantic Bight","yes","CLAM, SURF",686753.74445927,1,686753.74445927
"569",2007,4,"Mid-Atlantic Bight","yes","CLAM, SURF",1632199.9867708,1,1632199.9867708
"570",2008,4,"Mid-Atlantic Bight","yes","CLAM, SURF",1999484.08054534,1,1999484.08054534
