"","common","sciname","source","iucn_sid","state","status","trend","status_scale"
"1207","prickly lanternfish","Myctophum asperum","IUCN",15600450,NA,"LC","Stable","IUCN"
"1208","pearly lanternfish","Myctophum nitidulum","IUCN",15600453,NA,"LC","Stable","IUCN"
"1209","bluntsnout lanternfish","Myctophum obtusirostre","IUCN",15600713,NA,"LC","Unknown","IUCN"
"1210","spotted lanternfish","Myctophum punctatum","IUCN",190453,NA,"LC","Stable","IUCN"
"1211","wisner's lantern fish","Myctophum selenops","IUCN",15600727,NA,"LC","Unknown","IUCN"
"1212","dusky lanternfish","Nannobrachium atrum","IUCN",15600731,NA,"LC","Unknown","IUCN"
"1213",NA,"Nannobrachium cuprarium","IUCN",15600738,NA,"LC","Unknown","IUCN"
"1214",NA,"Nannobrachium lineatum","IUCN",190311,NA,"LC","Unknown","IUCN"
"1215","topside lampfish","Notolychnus valdiviae","IUCN",190261,NA,"LC","Stable","IUCN"
"1216",NA,"Notoscopelus bolini","IUCN",198621,NA,"LC","Unknown","IUCN"
"1217","lobisomem","Notoscopelus caudispinosus","IUCN",15601865,NA,"LC","Unknown","IUCN"
"1218","patchwork lampfish","Notoscopelus resplendens","IUCN",15601872,NA,"LC","Stable","IUCN"
"1219",NA,"Symbolophorus rufinus","IUCN",190477,NA,"LC","Unknown","IUCN"
"1220","large-scale lantern fish","Symbolophorus veranyi","IUCN",190466,NA,"LC","Unknown","IUCN"
"1221","deepwater lanternfish","Taaningichthys bathyphilus","IUCN",190232,NA,"LC","Unknown","IUCN"
"1222","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,NA,"LC","Unknown","IUCN"
"1223","cape fathead","Cubiceps capensis","IUCN",198675,NA,"LC","Unknown","IUCN"
"1224","bigeye cigarfish","Cubiceps pauciradiatus","IUCN",16439367,NA,"LC","Unknown","IUCN"
"1225","man-of-war fish","Nomeus gronovii","IUCN",16545183,NA,"LC","Unknown","IUCN"
"1226","freckled driftfish","Psenes cyanophrys","IUCN",16545253,NA,"LC","Unknown","IUCN"
"1227","bluefin driftfish","Psenes pellucidus","IUCN",16545256,NA,"LC","Unknown","IUCN"
"1228","gilbert's halosaurid fish","Aldrovandia affinis","IUCN",190356,NA,"LC","Unknown","IUCN"
"1229",NA,"Aldrovandia gracilis","IUCN",190486,NA,"LC","Unknown","IUCN"
"1230","hawaiian halosaurid fish","Aldrovandia phalacra","IUCN",195838,NA,"LC","Unknown","IUCN"
"1231","abyssal halosaur","Halosauropsis macrochir","IUCN",195840,NA,"LC","Unknown","IUCN"
"1232",NA,"Halosaurus guentheri","IUCN",190196,NA,"LC","Unknown","IUCN"
"1233","snubnosed spiny eel","Notacanthus chemnitzii","IUCN",195852,NA,"LC","Unknown","IUCN"
"1234","longnose tapirfish","Polyacanthonotus challengeri","IUCN",190403,NA,"LC","Unknown","IUCN"
"1235",NA,"Polyacanthonotus merretti","IUCN",190489,NA,"LC","Unknown","IUCN"
"1236",NA,"Abyssobrotula galatheae","IUCN",60469175,NA,"LC","Unknown","IUCN"
"1237","abyssal assfish","Bassozetus compressus","IUCN",190154,NA,"LC","Unknown","IUCN"
"1238",NA,"Bassozetus levistomatus","IUCN",60469264,NA,"LC","Unknown","IUCN"
"1239",NA,"Bassozetus normalis","IUCN",60469273,NA,"LC","Unknown","IUCN"
"1240",NA,"Bathyonus laticeps","IUCN",57693936,NA,"DD","Unknown","IUCN"
"1241",NA,"Benthocometes robustus","IUCN",154929,NA,"LC","Unknown","IUCN"
"1242","digitate cusk eel","Dicrolene introniger","IUCN",60470322,NA,"LC","Unknown","IUCN"
"1243",NA,"Lamprogrammus brunswigi","IUCN",60471877,NA,"LC","Unknown","IUCN"
"1244","scaleline cusk","Lamprogrammus shcherbachevi","IUCN",60471916,NA,"DD","Unknown","IUCN"
"1245","shortbeard cusk-eel","Lepophidium brevibarbe","IUCN",16501868,NA,"LC","Unknown","IUCN"
"1246","blackrim cusk-eel","Lepophidium profundorum","IUCN",16502093,"RI","NNR","Unknown","RI"
"1247","blackrim cusk-eel","Lepophidium profundorum","IUCN",16502093,"IUCN","LC","Unknown","IUCN"
"1248","blackrim cusk-eel","Lepophidium profundorum","IUCN",16502093,"USA","NNR","Unknown","USA"
"1249","striped cusk-eel","Ophidion marginatum","IUCN",190213,"NY","NNR","Stable","NY"
"1250","striped cusk-eel","Ophidion marginatum","IUCN",190213,"IUCN","LC","Stable","IUCN"
"1251","striped cusk-eel","Ophidion marginatum","IUCN",190213,"USA","NNR","Stable","USA"
"1252",NA,"Penopus microphthalmus","IUCN",60482312,NA,"LC","Unknown","IUCN"
"1253","slender cuskeel","Porogadus miles","IUCN",60482748,NA,"LC","Unknown","IUCN"
"1254","pudgy cuskeel","Spectrunculus grandis","IUCN",18139045,NA,"LC","Unknown","IUCN"
"1255","false cusk","Parabrotula plagiophthalma","IUCN",60482248,NA,"LC","Unknown","IUCN"
"1256","agassiz' slickhead","Alepocephalus agassizii","IUCN",15147715,NA,"LC","Unknown","IUCN"
"1257","small scaled brown slickhead","Alepocephalus australis","IUCN",15147725,NA,"LC","Stable","IUCN"
"1258","baird's slickhead","Alepocephalus bairdii","IUCN",15147740,NA,"DD","Unknown","IUCN"
"1259","smalleye smooth-head","Alepocephalus productus","IUCN",18139074,NA,"LC","Unknown","IUCN"
"1260","bigeye smooth-head","Bajacalifornia megalops","IUCN",15147816,NA,"LC","Unknown","IUCN"
"1261","fangtooth smooth-head","Bathyprion danae","IUCN",15147965,NA,"LC","Unknown","IUCN"
"1262","koefoed's smooth-head","Bathytroctes macrolepis","IUCN",190282,NA,"LC","Unknown","IUCN"
"1263","michael sars smooth-head","Bathytroctes michaelsarsi","IUCN",15147977,NA,"LC","Unknown","IUCN"
"1264","smallscale smooth-head","Bathytroctes microlepis","IUCN",190265,NA,"LC","Unknown","IUCN"
"1265","toothless smooth-head","Einara edentula","IUCN",57825241,NA,"LC","Unknown","IUCN"
"1266","loosescale smooth-head","Einara macrolepis","IUCN",15148742,NA,"LC","Unknown","IUCN"
"1267","blackhead salmon","Narcetes stomias","IUCN",18140291,NA,"LC","Stable","IUCN"
"1268","starry smooth-head","Photostylus pycnopterus","IUCN",190298,NA,"LC","Unknown","IUCN"
"1269","softskin smooth-head","Rouleina attrita","IUCN",15149121,NA,"LC","Unknown","IUCN"
"1270","madeiran smooth-head","Rouleina maderensis","IUCN",190264,NA,"LC","Unknown","IUCN"
"1271","antillean smooth-head","Talismania antillarum","IUCN",190198,NA,"LC","Unknown","IUCN"
"1272","bluntsnout smooth-head","Xenodermichthys copei","IUCN",15149335,NA,"LC","Unknown","IUCN"
"1273","striated argentine","Argentina striata","IUCN",16407217,NA,"LC","Unknown","IUCN"
"1274","grey's deepsea smelt","Bathylagichthys greyae","IUCN",18140358,NA,"LC","Unknown","IUCN"
"1275","longsnout blacksmelt","Dolicholagus longirostris","IUCN",18140736,NA,"LC","Unknown","IUCN"
"1276","bigscale deepsea smelt","Melanolagus bericoides","IUCN",190485,NA,"LC","Unknown","IUCN"
"1277",NA,"Nansenia longicauda","IUCN",60481712,NA,"DD","Unknown","IUCN"
"1278",NA,"Nansenia megalopa","IUCN",60481729,NA,"DD","Unknown","IUCN"
"1279",NA,"Dolichopteroides binocularis","IUCN",21101200,NA,"LC","Unknown","IUCN"
"1280","barrel-eye","Opisthoproctus soleatus","IUCN",18155920,NA,"LC","Unknown","IUCN"
"1281","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,NA,"LC","Unknown","IUCN"
"1282","maul's searsid","Maulisia mauli","IUCN",18155946,NA,"LC","Unknown","IUCN"
"1283","smallscale searsid","Maulisia microlepis","IUCN",21108245,NA,"LC","Unknown","IUCN"
"1284",NA,"Mentodus facilis","IUCN",60479648,NA,"LC","Unknown","IUCN"
"1285","multipore searsid","Normichthys operosus","IUCN",18155949,NA,"LC","Decreasing","IUCN"
"1286","goby flathead","Bembrops gobioides","IUCN",16425314,NA,"LC","Unknown","IUCN"
"1287","wreckfish","Polyprion americanus","IUCN",43972,NA,"DD","Unknown","IUCN"
"1288","atlantic bigeye","Priacanthus arenatus","IUCN",198558,NA,"LC","Unknown","IUCN"
"1289","longfinned bullseye","Cookeolus japonicus","IUCN",190255,NA,"LC","Unknown","IUCN"
"1290","blunthead puffer","Sphoeroides pachygaster","IUCN",190193,NA,"LC","Unknown","IUCN"
"1291","smooth puffer","Lagocephalus laevigatus","IUCN",190380,NA,"LC","Unknown","IUCN"
"1292","oceanic puffer","Lagocephalus lagocephalus","IUCN",190464,NA,"LC","Unknown","IUCN"
"1293","bandtail puffer","Sphoeroides spengleri","IUCN",193630,NA,"LC","Unknown","IUCN"
"1294","checkered puffer","Sphoeroides testudineus","IUCN",193813,NA,"LC","Unknown","IUCN"
"1295","cobia","Rachycentron canadum","IUCN",190190,NA,"LC","Unknown","IUCN"
"1296","cobia","Rachycentron canadum","IUCN",190190,"IUCN","LC","Unknown","IUCN"
"1297","cobia","Rachycentron canadum","IUCN",190190,"USA","NNR","Unknown","USA"
"1298",NA,"Eretmochelys imbricata","IUCN",8005,"MA","S1N",NA,"MA"
"1299",NA,"Eretmochelys imbricata","IUCN",8005,"RI","N1B",NA,"RI"
"1300",NA,"Eretmochelys imbricata","IUCN",8005,"IUCN","CR - Critically endangered",NA,"IUCN"
"1301",NA,"Eretmochelys imbricata","IUCN",8005,"USA","N1B",NA,"USA"
"1302",NA,"Dermochelys coriacea","IUCN",46967827,"CT","N2B",NA,"CT"
"1303",NA,"Dermochelys coriacea","IUCN",46967827,"ME","N2B",NA,"ME"
"1304",NA,"Dermochelys coriacea","IUCN",46967827,"MA","S1S2N",NA,"MA"
"1305",NA,"Dermochelys coriacea","IUCN",46967827,"NH","N2B",NA,"NH"
"1306",NA,"Dermochelys coriacea","IUCN",46967827,"NY","S1N",NA,"NY"
"1307",NA,"Dermochelys coriacea","IUCN",46967827,"RI","N2B",NA,"RI"
"1308",NA,"Dermochelys coriacea","IUCN",46967827,"IUCN","CR - Critically endangered",NA,"IUCN"
"1309",NA,"Dermochelys coriacea","IUCN",46967827,"USA","N2B",NA,"USA"
"1310",NA,"Chelonia mydas","IUCN",4615,"CT","N3B,N3N",NA,"CT"
"1311",NA,"Chelonia mydas","IUCN",4615,"ME","N3B,N3N",NA,"ME"
"1312",NA,"Chelonia mydas","IUCN",4615,"MA","S1N",NA,"MA"
"1313",NA,"Chelonia mydas","IUCN",4615,"NY","S1N",NA,"NY"
"1314",NA,"Chelonia mydas","IUCN",4615,"RI","N3B,N3N",NA,"RI"
"1315",NA,"Chelonia mydas","IUCN",4615,"IUCN","EN - Endangered",NA,"IUCN"
"1316",NA,"Chelonia mydas","IUCN",4615,"USA","N3B,N3N",NA,"USA"
"1317",NA,"Lepidochelys olivacea","IUCN",11534,"IUCN","VU - Vulnerable",NA,"IUCN"
"1318",NA,"Lepidochelys olivacea","IUCN",11534,"USA","N1N",NA,"USA"
"1319",NA,"Caretta caretta","IUCN",84131194,"CT","N3B",NA,"CT"
"1320",NA,"Caretta caretta","IUCN",84131194,"ME","N3B",NA,"ME"
"1321",NA,"Caretta caretta","IUCN",84131194,"MA","S1N",NA,"MA"
"1322",NA,"Caretta caretta","IUCN",84131194,"NY","S1N",NA,"NY"
"1323",NA,"Caretta caretta","IUCN",84131194,"RI","N3B",NA,"RI"
"1324",NA,"Caretta caretta","IUCN",84131194,"IUCN","EN - Endangered",NA,"IUCN"
"1325",NA,"Caretta caretta","IUCN",84131194,"USA","N3B",NA,"USA"
"1326","bobtail eel","Cyema atrum","IUCN",18227109,NA,"LC","Unknown","IUCN"
"1327","pelican eel","Eurypharynx pelecanoides","IUCN",18227119,NA,"LC","Unknown","IUCN"
"1328","silver perch","Bairdiella chrysoura","IUCN",193264,"NY","N5","Unknown","NY"
"1329","silver perch","Bairdiella chrysoura","IUCN",193264,"IUCN","LC","Unknown","IUCN"
"1330","silver perch","Bairdiella chrysoura","IUCN",193264,"USA","N5","Unknown","USA"
"1331","spotted weakfish","Cynoscion nebulosus","IUCN",193266,"IUCN","LC","Increasing","IUCN"
"1332","spotted weakfish","Cynoscion nebulosus","IUCN",193266,"USA","N5","Increasing","USA"
"1333","southern kingcroaker","Menticirrhus americanus","IUCN",195075,"IUCN","LC","Unknown","IUCN"
"1334","southern kingcroaker","Menticirrhus americanus","IUCN",195075,"USA","NNR","Unknown","USA"
"1335","black drum","Pogonias cromis","IUCN",193269,"IUCN","LC","Decreasing","IUCN"
"1336","black drum","Pogonias cromis","IUCN",193269,"USA","NNR","Decreasing","USA"
"1337","longfin escolar","Scombrolabrax heterolepis","IUCN",21132418,NA,"LC","Decreasing","IUCN"
"1338","red porgy","Pagrus pagrus","IUCN",15873,NA,"LC","Unknown","IUCN"
"1339","sheepshead","Archosargus probatocephalus","IUCN",170223,"IUCN","LC","Stable","IUCN"
"1340","sheepshead","Archosargus probatocephalus","IUCN",170223,"USA","N5","Stable","USA"
"1341","jolthead porgy","Calamus bajonado","IUCN",170190,NA,"LC","Unknown","IUCN"
"1342","western atlantic seabream","Archosargus rhomboidalis","IUCN",170156,NA,"LC","Unknown","IUCN"
"1343",NA,"Molpadiodemas atlanticus","IUCN",180271,NA,"DD","Unknown","IUCN"
"1344",NA,"Paelopatides gigantea","IUCN",180365,NA,"DD","Unknown","IUCN"
"1345",NA,"Mesothuria lactea","IUCN",180468,NA,"LC","Unknown","IUCN"
"1346",NA,"Zostera marina","IUCN",153538,"CT","N4N5","Decreasing","CT"
"1347",NA,"Zostera marina","IUCN",153538,"ME","N4N5","Decreasing","ME"
"1348",NA,"Zostera marina","IUCN",153538,"MA","N4N5","Decreasing","MA"
"1349",NA,"Zostera marina","IUCN",153538,"NH","N4N5","Decreasing","NH"
"1350",NA,"Zostera marina","IUCN",153538,"NY","S3","Decreasing","NY"
"1351",NA,"Zostera marina","IUCN",153538,"RI","N4N5","Decreasing","RI"
"1352",NA,"Zostera marina","IUCN",153538,"IUCN","LC","Decreasing","IUCN"
"1353",NA,"Zostera marina","IUCN",153538,"USA","N4N5","Decreasing","USA"
"1354","yellowfin bass","Anthias nicholsi","IUCN",16407002,NA,"LC","Unknown","IUCN"
"1355","streamer bass","Baldwinella aureorubens","IUCN",16750054,NA,"LC","Unknown","IUCN"
"1356","great barracuda","Sphyraena barracuda","IUCN",190399,NA,"LC","Unknown","IUCN"
"1357","northern sennet","Sphyraena borealis","IUCN",20666166,NA,"LC","Unknown","IUCN"
"1358","guachanche barracuda","Sphyraena guachancho","IUCN",190362,"IUCN","LC","Unknown","IUCN"
"1359","guachanche barracuda","Sphyraena guachancho","IUCN",190362,"USA","N5","Unknown","USA"
"1360","lovely hatchetfish","Argyropelecus aculeatus","IUCN",18253276,NA,"LC","Unknown","IUCN"
"1361","pacific hatchet fish","Argyropelecus affinis","IUCN",190118,NA,"LC","Unknown","IUCN"
"1362","hatchetfish","Argyropelecus gigas","IUCN",18253282,NA,"LC","Unknown","IUCN"
"1363","half-naked hatchetfish","Argyropelecus hemigymnus","IUCN",154998,NA,"LC","Stable","IUCN"
"1364","sladen's hatchet fish","Argyropelecus sladeni","IUCN",21132859,NA,"LC","Unknown","IUCN"
"1365",NA,"Aristostomias lunifer","IUCN",60469232,NA,"LC","Unknown","IUCN"
"1366",NA,"Aristostomias polydactylus","IUCN",21132898,NA,"LC","Unknown","IUCN"
"1367","loosejaw","Aristostomias tittmanni","IUCN",190353,NA,"LC","Unknown","IUCN"
"1368",NA,"Astronesthes gemmifer","IUCN",18256447,NA,"DD","Unknown","IUCN"
"1369",NA,"Astronesthes leucopogon","IUCN",190229,NA,"LC","Unknown","IUCN"
"1370",NA,"Astronesthes niger","IUCN",190361,NA,"LC","Unknown","IUCN"
"1371","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,NA,"LC","Unknown","IUCN"
"1372",NA,"Bathophilus brevis","IUCN",21132928,NA,"LC","Unknown","IUCN"
"1373",NA,"Bathophilus digitatus","IUCN",18256458,NA,"LC","Unknown","IUCN"
"1374",NA,"Bathophilus metallicus","IUCN",60469323,NA,"LC","Unknown","IUCN"
"1375",NA,"Bathophilus vaillanti","IUCN",18256490,NA,"LC","Unknown","IUCN"
"1376",NA,"Bathophilus vaillanti","IUCN",18256490,NA,"LC","Unknown","IUCN"
"1377","longray fangjaw","Bonapartia pedaliota","IUCN",190176,NA,"LC","Unknown","IUCN"
"1378","snaggletooth","Borostomias antarcticus","IUCN",198762,NA,"LC","Unknown","IUCN"
"1379","dana viperfish","Chauliodus danae","IUCN",190203,NA,"LC","Unknown","IUCN"
"1380","sloane's viperfish","Chauliodus sloani","IUCN",190324,NA,"LC","Unknown","IUCN"
"1381","benttooth bristlemouth","Cyclothone acclinidens","IUCN",18252612,NA,"LC","Stable","IUCN"
"1382","bristlemouth","Cyclothone alba","IUCN",190300,NA,"LC","Stable","IUCN"
"1383","garrick","Cyclothone braueri","IUCN",198757,NA,"LC","Stable","IUCN"
"1384","veiled anglemouth","Cyclothone microdon","IUCN",190133,NA,"LC","Stable","IUCN"
"1385","tan bristlemouth","Cyclothone pallida","IUCN",18252619,NA,"LC","Stable","IUCN"
"1386","slender bristlemouth","Cyclothone pseudopallida","IUCN",18252629,NA,"LC","Stable","IUCN"
"1387","threadfin dragonfish","Echiostoma barbatum","IUCN",18256560,NA,"LC","Unknown","IUCN"
"1388",NA,"Eustomias bibulbosus","IUCN",47165104,NA,"LC","Unknown","IUCN"
"1389",NA,"Eustomias bigelowi","IUCN",47165158,NA,"LC","Unknown","IUCN"
"1390","yellowstem dragonfish","Eustomias macrurus","IUCN",47165363,NA,"LC","Unknown","IUCN"
"1391",NA,"Eustomias obscurus","IUCN",18256943,NA,"LC","Unknown","IUCN"
"1392",NA,"Eustomias polyaster","IUCN",190465,NA,"DD","Unknown","IUCN"
"1393","twinray dragonfish","Eustomias satterleei","IUCN",60470418,NA,"LC","Unknown","IUCN"
"1394",NA,"Eustomias simplex","IUCN",60470422,NA,"LC","Unknown","IUCN"
"1395","longbarb dragonfish","Flagellostomias boureei","IUCN",18256992,NA,"LC","Unknown","IUCN"
"1396","american harvestfish","Peprilus paru","IUCN",154624,"IUCN","LC - Least concern",NA,"IUCN"
"1397","american harvestfish","Peprilus paru","IUCN",154624,"USA","N5",NA,"USA"
"1398","doctorfish","Acanthurus chirurgus","IUCN",177982,NA,"LC","Stable","IUCN"
"1399","blue tang surgeonfish","Acanthurus coeruleus","IUCN",177953,NA,"LC","Stable","IUCN"
"1400",NA,"Lontra canadensis","IUCN",12302,"CT","S5",NA,"CT"
"1401",NA,"Lontra canadensis","IUCN",12302,"ME","S5",NA,"ME"
"1402",NA,"Lontra canadensis","IUCN",12302,"MA","S4",NA,"MA"
"1403",NA,"Lontra canadensis","IUCN",12302,"NH","S5",NA,"NH"
"1404",NA,"Lontra canadensis","IUCN",12302,"NY","S5",NA,"NY"
"1405",NA,"Lontra canadensis","IUCN",12302,"RI","S4",NA,"RI"
"1406",NA,"Lontra canadensis","IUCN",12302,"IUCN","LC - Least concern",NA,"IUCN"
"1407",NA,"Lontra canadensis","IUCN",12302,"USA","N5",NA,"USA"
"1408","bigeye squaretail","Tetragonurus atlanticus","IUCN",190296,NA,"LC","Unknown","IUCN"
"1409","smalleye squaretail","Tetragonurus cuvieri","IUCN",198716,NA,"LC","Stable","IUCN"
"1410","albacore","Thunnus alalunga","IUCN",21856,"RI","NNR",NA,"RI"
"1411","albacore","Thunnus alalunga","IUCN",21856,"IUCN","NT - Near threatened",NA,"IUCN"
"1412","albacore","Thunnus alalunga","IUCN",21856,"USA","NNR",NA,"USA"
"1413","yellowfin tuna","Thunnus albacares","IUCN",21857,"RI","NNR",NA,"RI"
"1414","yellowfin tuna","Thunnus albacares","IUCN",21857,"IUCN","NT - Near threatened",NA,"IUCN"
"1415","yellowfin tuna","Thunnus albacares","IUCN",21857,"USA","NNR",NA,"USA"
"1416","bigeye tuna","Thunnus obesus","IUCN",21859,"RI","NNR",NA,"RI"
"1417","bigeye tuna","Thunnus obesus","IUCN",21859,"IUCN","VU - Vulnerable",NA,"IUCN"
"1418","bigeye tuna","Thunnus obesus","IUCN",21859,"USA","NNR",NA,"USA"
"1419","atlantic bluefin tuna","Thunnus thynnus","IUCN",21860,"RI","NNR",NA,"RI"
"1420","atlantic bluefin tuna","Thunnus thynnus","IUCN",21860,"IUCN","EN - Endangered",NA,"IUCN"
"1421","atlantic bluefin tuna","Thunnus thynnus","IUCN",21860,"USA","NNR",NA,"USA"
"1422","blue marlin","Makaira nigricans","IUCN",170314,"RI","NNR",NA,"RI"
"1423","blue marlin","Makaira nigricans","IUCN",170314,"IUCN","VU - Vulnerable",NA,"IUCN"
"1424","blue marlin","Makaira nigricans","IUCN",170314,"USA","NNR",NA,"USA"
"1425","swordfish","Xiphias gladius","IUCN",23148,"RI","NNR",NA,"RI"
"1426","swordfish","Xiphias gladius","IUCN",23148,"IUCN","LC - Least concern",NA,"IUCN"
"1427","swordfish","Xiphias gladius","IUCN",23148,"USA","NNR",NA,"USA"
"1428","atlantic bonito","Sarda sarda","IUCN",155096,"RI","NNR",NA,"RI"
"1429","atlantic bonito","Sarda sarda","IUCN",155096,"IUCN","LC - Least concern",NA,"IUCN"
"1430","atlantic bonito","Sarda sarda","IUCN",155096,"USA","NNR",NA,"USA"
"1431","blackfin tuna","Thunnus atlanticus","IUCN",155276,NA,"LC","Stable","IUCN"
"1432","king mackerel","Scomberomorus cavalla","IUCN",170339,"IUCN","LC - Least concern",NA,"IUCN"
"1433","king mackerel","Scomberomorus cavalla","IUCN",170339,"USA","NNR",NA,"USA"
"1434","atlantic spanish mackerel","Scomberomorus maculatus","IUCN",170323,"RI","N5",NA,"RI"
"1435","atlantic spanish mackerel","Scomberomorus maculatus","IUCN",170323,"IUCN","LC - Least concern",NA,"IUCN"
"1436","atlantic spanish mackerel","Scomberomorus maculatus","IUCN",170323,"USA","N5",NA,"USA"
"1437","little tunny","Euthynnus alletteratus","IUCN",170345,"RI","NNR",NA,"RI"
"1438","little tunny","Euthynnus alletteratus","IUCN",170345,"IUCN","LC - Least concern",NA,"IUCN"
"1439","little tunny","Euthynnus alletteratus","IUCN",170345,"USA","NNR",NA,"USA"
"1440","atlantic white marlin","Kajikia albida","IUCN",170322,"RI","NNR","Decreasing","RI"
"1441","atlantic white marlin","Kajikia albida","IUCN",170322,"IUCN","VU","Decreasing","IUCN"
"1442","atlantic white marlin","Kajikia albida","IUCN",170322,"USA","NNR","Decreasing","USA"
"1443","cero","Scomberomorus regalis","IUCN",170327,"RI","NNR",NA,"RI"
"1444","cero","Scomberomorus regalis","IUCN",170327,"IUCN","LC - Least concern",NA,"IUCN"
"1445","cero","Scomberomorus regalis","IUCN",170327,"USA","NNR",NA,"USA"
"1446","roundscale spearfish","Tetrapturus georgii","IUCN",170333,NA,"DD","Unknown","IUCN"
"1447","indo-pacific sailfish","Istiophorus platypterus","IUCN",170338,NA,"LC","Unknown","IUCN"
"1448","frigate tuna","Auxis thazard","IUCN",170344,"RI","NNR",NA,"RI"
"1449","frigate tuna","Auxis thazard","IUCN",170344,"IUCN","LC - Least concern",NA,"IUCN"
"1450","frigate tuna","Auxis thazard","IUCN",170344,"USA","NNR",NA,"USA"
"1451","bullet tuna","Auxis rochei","IUCN",170355,NA,"LC","Stable","IUCN"
"1452","longbill spearfish","Tetrapturus pfluegeri","IUCN",170307,NA,"LC","Stable","IUCN"
"1453","skipjack tuna","Katsuwonus pelamis","IUCN",170310,"RI","NNR",NA,"RI"
"1454","skipjack tuna","Katsuwonus pelamis","IUCN",170310,"IUCN","LC - Least concern",NA,"IUCN"
"1455","skipjack tuna","Katsuwonus pelamis","IUCN",170310,"USA","NNR",NA,"USA"
"1456","northern stargazer","Astroscopus guttatus","IUCN",47153800,NA,"LC","Unknown","IUCN"
"1457","northern stargazer","Astroscopus guttatus","IUCN",47153800,"IUCN","LC","Unknown","IUCN"
"1458","northern stargazer","Astroscopus guttatus","IUCN",47153800,"USA","NNR","Unknown","USA"
