"","state","status","species"
"1220","IUCN","VU - Vulnerable","Carcharhinus plumbeus"
"1221","USA","NNR","Carcharhinus plumbeus"
"1222","IUCN","VU - Vulnerable","Carcharhinus obscurus"
"1223","USA","NNR","Carcharhinus obscurus"
"1224","IUCN","N5","Trachinotus carolinus"
"1225","USA","N5","Trachinotus carolinus"
"1226","IUCN","N5","Selene vomer"
"1227","USA","N5","Selene vomer"
"1228","IUCN","N5","Selene setapinnis"
"1229","USA","N5","Selene setapinnis"
"1230","IUCN","N5","Chloroscombrus chrysurus"
"1231","USA","N5","Chloroscombrus chrysurus"
"1232","MA","S4","Caranx hippos"
"1233","NY","N5","Caranx hippos"
"1234","RI","N5","Caranx hippos"
"1235","IUCN","N5","Caranx hippos"
"1236","USA","N5","Caranx hippos"
"1237","RI","NNR","Caranx crysos"
"1238","IUCN","LC - Least concern","Caranx crysos"
"1239","USA","NNR","Caranx crysos"
"1240","RI","NNR","Caranx bartholomaei"
"1241","IUCN","NNR","Caranx bartholomaei"
"1242","USA","NNR","Caranx bartholomaei"
"1243","RI","NNR","Exocoetus obtusirostris"
"1244","IUCN","NNR","Exocoetus obtusirostris"
"1245","USA","NNR","Exocoetus obtusirostris"
"1246","RI","NNR","Hemiramphus brasiliensis"
"1247","IUCN","NNR","Hemiramphus brasiliensis"
"1248","USA","NNR","Hemiramphus brasiliensis"
"1249","CT","N5","Menidia menidia"
"1250","MA","S5","Menidia menidia"
"1251","NY","S2S3","Menidia menidia"
"1252","RI","N5","Menidia menidia"
"1253","IUCN","N5","Menidia menidia"
"1254","USA","N5","Menidia menidia"
"1255","NY","NNR","Membras martinica"
"1256","IUCN","LC - Least concern","Membras martinica"
"1257","USA","NNR","Membras martinica"
"1258","CT","S1","Acipenser oxyrinchus"
"1259","ME","S3","Acipenser oxyrinchus"
"1260","MA","S1","Acipenser oxyrinchus"
"1261","NH","S1","Acipenser oxyrinchus"
"1262","NY","S1","Acipenser oxyrinchus"
"1263","RI","SH","Acipenser oxyrinchus"
"1264","IUCN","NT - Near threatened","Acipenser oxyrinchus"
"1265","USA","N3","Acipenser oxyrinchus"
"1266","CT","S1","Acipenser brevirostrum"
"1267","ME","S3","Acipenser brevirostrum"
"1268","MA","S1","Acipenser brevirostrum"
"1269","NH","SH","Acipenser brevirostrum"
"1270","NY","S1","Acipenser brevirostrum"
"1271","RI","SH","Acipenser brevirostrum"
"1272","IUCN","VU - Vulnerable","Acipenser brevirostrum"
"1273","USA","N3","Acipenser brevirostrum"
"1274",NA,NA,NA
