Common Name,Scientific,Region
Deep-sea lizardfish,Bathysaurus ferox,Offshore
Deep-sea lizardfish,Bathysaurus ferox,Georges Bank
Deep-sea lizardfish,Bathysaurus ferox,Gulf of Maine
Deep-sea lizardfish,Bathysaurus ferox,Mid-Atlantic Bight
Deep-sea lizardfish,Bathysaurus ferox,Connecticut
Deep-sea lizardfish,Bathysaurus ferox,Maine
Deep-sea lizardfish,Bathysaurus ferox,Massachusetts-North
Deep-sea lizardfish,Bathysaurus ferox,Massachusetts-South
Deep-sea lizardfish,Bathysaurus ferox,New Hampshire
Deep-sea lizardfish,Bathysaurus ferox,New York
Deep-sea lizardfish,Bathysaurus ferox,Rhode Island
Deep-sea lizardfish,Bathysaurus ferox,NA
Deepbody boarfish,Antigonia capros,Offshore
Deepbody boarfish,Antigonia capros,Georges Bank
Deepbody boarfish,Antigonia capros,Gulf of Maine
Deepbody boarfish,Antigonia capros,Mid-Atlantic Bight
Deepbody boarfish,Antigonia capros,Connecticut
Deepbody boarfish,Antigonia capros,Maine
Deepbody boarfish,Antigonia capros,Massachusetts-North
Deepbody boarfish,Antigonia capros,Massachusetts-South
Deepbody boarfish,Antigonia capros,New Hampshire
Deepbody boarfish,Antigonia capros,New York
Deepbody boarfish,Antigonia capros,Rhode Island
Deepbody boarfish,Antigonia capros,NA
Deepsea angler,Ceratias holboelli,Offshore
Deepsea angler,Ceratias holboelli,Georges Bank
Deepsea angler,Ceratias holboelli,Gulf of Maine
Deepsea angler,Ceratias holboelli,Mid-Atlantic Bight
Deepsea angler,Ceratias holboelli,Connecticut
Deepsea angler,Ceratias holboelli,Maine
Deepsea angler,Ceratias holboelli,Massachusetts-North
Deepsea angler,Ceratias holboelli,Massachusetts-South
Deepsea angler,Ceratias holboelli,New Hampshire
Deepsea angler,Ceratias holboelli,New York
Deepsea angler,Ceratias holboelli,Rhode Island
Deepsea angler,Ceratias holboelli,NA
Deepwater catshark,Apristurus profundorum,Offshore
Deepwater catshark,Apristurus profundorum,Georges Bank
Deepwater catshark,Apristurus profundorum,Gulf of Maine
Deepwater catshark,Apristurus profundorum,Mid-Atlantic Bight
Deepwater catshark,Apristurus profundorum,Connecticut
Deepwater catshark,Apristurus profundorum,Maine
Deepwater catshark,Apristurus profundorum,Massachusetts-North
Deepwater catshark,Apristurus profundorum,Massachusetts-South
Deepwater catshark,Apristurus profundorum,New Hampshire
Deepwater catshark,Apristurus profundorum,New York
Deepwater catshark,Apristurus profundorum,Rhode Island
Deepwater catshark,Apristurus profundorum,NA
Deepwater lanternfish,Taaningichthys bathyphilus,Offshore
Deepwater lanternfish,Taaningichthys bathyphilus,Georges Bank
Deepwater lanternfish,Taaningichthys bathyphilus,Gulf of Maine
Deepwater lanternfish,Taaningichthys bathyphilus,Mid-Atlantic Bight
Deepwater lanternfish,Taaningichthys bathyphilus,Connecticut
Deepwater lanternfish,Taaningichthys bathyphilus,Maine
Deepwater lanternfish,Taaningichthys bathyphilus,Massachusetts-North
Deepwater lanternfish,Taaningichthys bathyphilus,Massachusetts-South
Deepwater lanternfish,Taaningichthys bathyphilus,New Hampshire
Deepwater lanternfish,Taaningichthys bathyphilus,New York
Deepwater lanternfish,Taaningichthys bathyphilus,Rhode Island
Deepwater lanternfish,Taaningichthys bathyphilus,NA
Desertas petrel,Pterodroma deserta,Offshore
Desertas petrel,Pterodroma deserta,Georges Bank
Desertas petrel,Pterodroma deserta,Gulf of Maine
Desertas petrel,Pterodroma deserta,Mid-Atlantic Bight
Desertas petrel,Pterodroma deserta,Connecticut
Desertas petrel,Pterodroma deserta,Maine
Desertas petrel,Pterodroma deserta,Massachusetts-North
Desertas petrel,Pterodroma deserta,Massachusetts-South
Desertas petrel,Pterodroma deserta,New Hampshire
Desertas petrel,Pterodroma deserta,New York
Desertas petrel,Pterodroma deserta,Rhode Island
Desertas petrel,Pterodroma deserta,NA
Diamondcheek lanternfish,Lampanyctus intricarius,Offshore
Diamondcheek lanternfish,Lampanyctus intricarius,Georges Bank
Diamondcheek lanternfish,Lampanyctus intricarius,Gulf of Maine
Diamondcheek lanternfish,Lampanyctus intricarius,Mid-Atlantic Bight
Diamondcheek lanternfish,Lampanyctus intricarius,Connecticut
Diamondcheek lanternfish,Lampanyctus intricarius,Maine
Diamondcheek lanternfish,Lampanyctus intricarius,Massachusetts-North
Diamondcheek lanternfish,Lampanyctus intricarius,Massachusetts-South
Diamondcheek lanternfish,Lampanyctus intricarius,New Hampshire
Diamondcheek lanternfish,Lampanyctus intricarius,New York
Diamondcheek lanternfish,Lampanyctus intricarius,Rhode Island
Diamondcheek lanternfish,Lampanyctus intricarius,NA
Digitate cusk eel,Dicrolene introniger,Offshore
Digitate cusk eel,Dicrolene introniger,Georges Bank
Digitate cusk eel,Dicrolene introniger,Gulf of Maine
Digitate cusk eel,Dicrolene introniger,Mid-Atlantic Bight
Digitate cusk eel,Dicrolene introniger,Connecticut
Digitate cusk eel,Dicrolene introniger,Maine
Digitate cusk eel,Dicrolene introniger,Massachusetts-North
Digitate cusk eel,Dicrolene introniger,Massachusetts-South
Digitate cusk eel,Dicrolene introniger,New Hampshire
Digitate cusk eel,Dicrolene introniger,New York
Digitate cusk eel,Dicrolene introniger,Rhode Island
Digitate cusk eel,Dicrolene introniger,NA
Doctorfish,Acanthurus chirurgus,Offshore
Doctorfish,Acanthurus chirurgus,Georges Bank
Doctorfish,Acanthurus chirurgus,Gulf of Maine
Doctorfish,Acanthurus chirurgus,Mid-Atlantic Bight
Doctorfish,Acanthurus chirurgus,Connecticut
Doctorfish,Acanthurus chirurgus,Maine
Doctorfish,Acanthurus chirurgus,Massachusetts-North
Doctorfish,Acanthurus chirurgus,Massachusetts-South
Doctorfish,Acanthurus chirurgus,New Hampshire
Doctorfish,Acanthurus chirurgus,New York
Doctorfish,Acanthurus chirurgus,Rhode Island
Doctorfish,Acanthurus chirurgus,NA
Dofleini's lantern fish,Lobianchia dofleini,Offshore
Dofleini's lantern fish,Lobianchia dofleini,Georges Bank
Dofleini's lantern fish,Lobianchia dofleini,Gulf of Maine
Dofleini's lantern fish,Lobianchia dofleini,Mid-Atlantic Bight
Dofleini's lantern fish,Lobianchia dofleini,Connecticut
Dofleini's lantern fish,Lobianchia dofleini,Maine
Dofleini's lantern fish,Lobianchia dofleini,Massachusetts-North
Dofleini's lantern fish,Lobianchia dofleini,Massachusetts-South
Dofleini's lantern fish,Lobianchia dofleini,New Hampshire
Dofleini's lantern fish,Lobianchia dofleini,New York
Dofleini's lantern fish,Lobianchia dofleini,Rhode Island
Dofleini's lantern fish,Lobianchia dofleini,NA
Dog snapper,Lutjanus jocu,Offshore
Dog snapper,Lutjanus jocu,Georges Bank
Dog snapper,Lutjanus jocu,Gulf of Maine
Dog snapper,Lutjanus jocu,Mid-Atlantic Bight
Dog snapper,Lutjanus jocu,Connecticut
Dog snapper,Lutjanus jocu,Maine
Dog snapper,Lutjanus jocu,Massachusetts-North
Dog snapper,Lutjanus jocu,Massachusetts-South
Dog snapper,Lutjanus jocu,New Hampshire
Dog snapper,Lutjanus jocu,New York
Dog snapper,Lutjanus jocu,Rhode Island
Dog snapper,Lutjanus jocu,NA
Dotback lanternfish,Lampanyctus photonotus,Offshore
Dotback lanternfish,Lampanyctus photonotus,Georges Bank
Dotback lanternfish,Lampanyctus photonotus,Gulf of Maine
Dotback lanternfish,Lampanyctus photonotus,Mid-Atlantic Bight
Dotback lanternfish,Lampanyctus photonotus,Connecticut
Dotback lanternfish,Lampanyctus photonotus,Maine
Dotback lanternfish,Lampanyctus photonotus,Massachusetts-North
Dotback lanternfish,Lampanyctus photonotus,Massachusetts-South
Dotback lanternfish,Lampanyctus photonotus,New Hampshire
Dotback lanternfish,Lampanyctus photonotus,New York
Dotback lanternfish,Lampanyctus photonotus,Rhode Island
Dotback lanternfish,Lampanyctus photonotus,NA
Double crested cormorant,Phalacrocorax auritus,Offshore
Double crested cormorant,Phalacrocorax auritus,Georges Bank
Double crested cormorant,Phalacrocorax auritus,Gulf of Maine
Double crested cormorant,Phalacrocorax auritus,Mid-Atlantic Bight
Double crested cormorant,Phalacrocorax auritus,Connecticut
Double crested cormorant,Phalacrocorax auritus,Maine
Double crested cormorant,Phalacrocorax auritus,Massachusetts-North
Double crested cormorant,Phalacrocorax auritus,Massachusetts-South
Double crested cormorant,Phalacrocorax auritus,New Hampshire
Double crested cormorant,Phalacrocorax auritus,New York
Double crested cormorant,Phalacrocorax auritus,Rhode Island
Double crested cormorant,Phalacrocorax auritus,NA
Doublekeeled whalefish,Ditropichthys storeri,Offshore
Doublekeeled whalefish,Ditropichthys storeri,Georges Bank
Doublekeeled whalefish,Ditropichthys storeri,Gulf of Maine
Doublekeeled whalefish,Ditropichthys storeri,Mid-Atlantic Bight
Doublekeeled whalefish,Ditropichthys storeri,Connecticut
Doublekeeled whalefish,Ditropichthys storeri,Maine
Doublekeeled whalefish,Ditropichthys storeri,Massachusetts-North
Doublekeeled whalefish,Ditropichthys storeri,Massachusetts-South
Doublekeeled whalefish,Ditropichthys storeri,New Hampshire
Doublekeeled whalefish,Ditropichthys storeri,New York
Doublekeeled whalefish,Ditropichthys storeri,Rhode Island
Doublekeeled whalefish,Ditropichthys storeri,NA
Dovekie,Alle alle,Offshore
Dovekie,Alle alle,Georges Bank
Dovekie,Alle alle,Gulf of Maine
Dovekie,Alle alle,Mid-Atlantic Bight
Dovekie,Alle alle,Connecticut
Dovekie,Alle alle,Maine
Dovekie,Alle alle,Massachusetts-North
Dovekie,Alle alle,Massachusetts-South
Dovekie,Alle alle,New Hampshire
Dovekie,Alle alle,New York
Dovekie,Alle alle,Rhode Island
Dovekie,Alle alle,NA
Duckbill barracudina,Magnisudis atlantica,Offshore
Duckbill barracudina,Magnisudis atlantica,Georges Bank
Duckbill barracudina,Magnisudis atlantica,Gulf of Maine
Duckbill barracudina,Magnisudis atlantica,Mid-Atlantic Bight
Duckbill barracudina,Magnisudis atlantica,Connecticut
Duckbill barracudina,Magnisudis atlantica,Maine
Duckbill barracudina,Magnisudis atlantica,Massachusetts-North
Duckbill barracudina,Magnisudis atlantica,Massachusetts-South
Duckbill barracudina,Magnisudis atlantica,New Hampshire
Duckbill barracudina,Magnisudis atlantica,New York
Duckbill barracudina,Magnisudis atlantica,Rhode Island
Duckbill barracudina,Magnisudis atlantica,NA
Dunlin,Calidris alpina,Offshore
Dunlin,Calidris alpina,Georges Bank
Dunlin,Calidris alpina,Gulf of Maine
Dunlin,Calidris alpina,Mid-Atlantic Bight
Dunlin,Calidris alpina,Connecticut
Dunlin,Calidris alpina,Maine
Dunlin,Calidris alpina,Massachusetts-North
Dunlin,Calidris alpina,Massachusetts-South
Dunlin,Calidris alpina,New Hampshire
Dunlin,Calidris alpina,New York
Dunlin,Calidris alpina,Rhode Island
Dunlin,Calidris alpina,NA
Dusky lanternfish,Nannobrachium atrum,Offshore
Dusky lanternfish,Nannobrachium atrum,Georges Bank
Dusky lanternfish,Nannobrachium atrum,Gulf of Maine
Dusky lanternfish,Nannobrachium atrum,Mid-Atlantic Bight
Dusky lanternfish,Nannobrachium atrum,Connecticut
Dusky lanternfish,Nannobrachium atrum,Maine
Dusky lanternfish,Nannobrachium atrum,Massachusetts-North
Dusky lanternfish,Nannobrachium atrum,Massachusetts-South
Dusky lanternfish,Nannobrachium atrum,New Hampshire
Dusky lanternfish,Nannobrachium atrum,New York
Dusky lanternfish,Nannobrachium atrum,Rhode Island
Dusky lanternfish,Nannobrachium atrum,NA
Dusky shark,Carcharhinus obscurus,Offshore
Dusky shark,Carcharhinus obscurus,Georges Bank
Dusky shark,Carcharhinus obscurus,Gulf of Maine
Dusky shark,Carcharhinus obscurus,Mid-Atlantic Bight
Dusky shark,Carcharhinus obscurus,Connecticut
Dusky shark,Carcharhinus obscurus,Maine
Dusky shark,Carcharhinus obscurus,Massachusetts-North
Dusky shark,Carcharhinus obscurus,Massachusetts-South
Dusky shark,Carcharhinus obscurus,New Hampshire
Dusky shark,Carcharhinus obscurus,New York
Dusky shark,Carcharhinus obscurus,Rhode Island
Dusky shark,Carcharhinus obscurus,NA
Dwarf sperm whale,Kogia sima,Offshore
Dwarf sperm whale,Kogia sima,Georges Bank
Dwarf sperm whale,Kogia sima,Gulf of Maine
Dwarf sperm whale,Kogia sima,Mid-Atlantic Bight
Dwarf sperm whale,Kogia sima,Connecticut
Dwarf sperm whale,Kogia sima,Maine
Dwarf sperm whale,Kogia sima,Massachusetts-North
Dwarf sperm whale,Kogia sima,Massachusetts-South
Dwarf sperm whale,Kogia sima,New Hampshire
Dwarf sperm whale,Kogia sima,New York
Dwarf sperm whale,Kogia sima,Rhode Island
Dwarf sperm whale,Kogia sima,NA
Eelgrass,Zostera marina,Offshore
Eelgrass,Zostera marina,Georges Bank
Eelgrass,Zostera marina,Gulf of Maine
Eelgrass,Zostera marina,Mid-Atlantic Bight
Eelgrass,Zostera marina,Connecticut
Eelgrass,Zostera marina,Maine
Eelgrass,Zostera marina,Massachusetts-North
Eelgrass,Zostera marina,Massachusetts-South
Eelgrass,Zostera marina,New Hampshire
Eelgrass,Zostera marina,New York
Eelgrass,Zostera marina,Rhode Island
Eelgrass,Zostera marina,NA
Electric lantern fish,Electrona risso,Offshore
Electric lantern fish,Electrona risso,Georges Bank
Electric lantern fish,Electrona risso,Gulf of Maine
Electric lantern fish,Electrona risso,Mid-Atlantic Bight
Electric lantern fish,Electrona risso,Connecticut
Electric lantern fish,Electrona risso,Maine
Electric lantern fish,Electrona risso,Massachusetts-North
Electric lantern fish,Electrona risso,Massachusetts-South
Electric lantern fish,Electrona risso,New Hampshire
Electric lantern fish,Electrona risso,New York
Electric lantern fish,Electrona risso,Rhode Island
Electric lantern fish,Electrona risso,NA
Escolar,Lepidocybium flavobrunneum,Offshore
Escolar,Lepidocybium flavobrunneum,Georges Bank
Escolar,Lepidocybium flavobrunneum,Gulf of Maine
Escolar,Lepidocybium flavobrunneum,Mid-Atlantic Bight
Escolar,Lepidocybium flavobrunneum,Connecticut
Escolar,Lepidocybium flavobrunneum,Maine
Escolar,Lepidocybium flavobrunneum,Massachusetts-North
Escolar,Lepidocybium flavobrunneum,Massachusetts-South
Escolar,Lepidocybium flavobrunneum,New Hampshire
Escolar,Lepidocybium flavobrunneum,New York
Escolar,Lepidocybium flavobrunneum,Rhode Island
Escolar,Lepidocybium flavobrunneum,NA
Eurasian wigeon,Mareca penelope,Offshore
Eurasian wigeon,Mareca penelope,Georges Bank
Eurasian wigeon,Mareca penelope,Gulf of Maine
Eurasian wigeon,Mareca penelope,Mid-Atlantic Bight
Eurasian wigeon,Mareca penelope,Connecticut
Eurasian wigeon,Mareca penelope,Maine
Eurasian wigeon,Mareca penelope,Massachusetts-North
Eurasian wigeon,Mareca penelope,Massachusetts-South
Eurasian wigeon,Mareca penelope,New Hampshire
Eurasian wigeon,Mareca penelope,New York
Eurasian wigeon,Mareca penelope,Rhode Island
Eurasian wigeon,Mareca penelope,NA
False catshark,Pseudotriakis microdon,Offshore
False catshark,Pseudotriakis microdon,Georges Bank
False catshark,Pseudotriakis microdon,Gulf of Maine
False catshark,Pseudotriakis microdon,Mid-Atlantic Bight
False catshark,Pseudotriakis microdon,Connecticut
False catshark,Pseudotriakis microdon,Maine
False catshark,Pseudotriakis microdon,Massachusetts-North
False catshark,Pseudotriakis microdon,Massachusetts-South
False catshark,Pseudotriakis microdon,New Hampshire
False catshark,Pseudotriakis microdon,New York
False catshark,Pseudotriakis microdon,Rhode Island
False catshark,Pseudotriakis microdon,NA
False cusk,Parabrotula plagiophthalma,Offshore
False cusk,Parabrotula plagiophthalma,Georges Bank
False cusk,Parabrotula plagiophthalma,Gulf of Maine
False cusk,Parabrotula plagiophthalma,Mid-Atlantic Bight
False cusk,Parabrotula plagiophthalma,Connecticut
False cusk,Parabrotula plagiophthalma,Maine
False cusk,Parabrotula plagiophthalma,Massachusetts-North
False cusk,Parabrotula plagiophthalma,Massachusetts-South
False cusk,Parabrotula plagiophthalma,New Hampshire
False cusk,Parabrotula plagiophthalma,New York
False cusk,Parabrotula plagiophthalma,Rhode Island
False cusk,Parabrotula plagiophthalma,NA
False halfbeak,Oxyporhamphus similis,Offshore
False halfbeak,Oxyporhamphus similis,Georges Bank
False halfbeak,Oxyporhamphus similis,Gulf of Maine
False halfbeak,Oxyporhamphus similis,Mid-Atlantic Bight
False halfbeak,Oxyporhamphus similis,Connecticut
False halfbeak,Oxyporhamphus similis,Maine
False halfbeak,Oxyporhamphus similis,Massachusetts-North
False halfbeak,Oxyporhamphus similis,Massachusetts-South
False halfbeak,Oxyporhamphus similis,New Hampshire
False halfbeak,Oxyporhamphus similis,New York
False halfbeak,Oxyporhamphus similis,Rhode Island
False halfbeak,Oxyporhamphus similis,NA
Fanfin angler,Caulophryne jordani,Offshore
Fanfin angler,Caulophryne jordani,Georges Bank
Fanfin angler,Caulophryne jordani,Gulf of Maine
Fanfin angler,Caulophryne jordani,Mid-Atlantic Bight
Fanfin angler,Caulophryne jordani,Connecticut
Fanfin angler,Caulophryne jordani,Maine
Fanfin angler,Caulophryne jordani,Massachusetts-North
Fanfin angler,Caulophryne jordani,Massachusetts-South
Fanfin angler,Caulophryne jordani,New Hampshire
Fanfin angler,Caulophryne jordani,New York
Fanfin angler,Caulophryne jordani,Rhode Island
Fanfin angler,Caulophryne jordani,NA
Fangtooth smooth-head,Bathyprion danae,Offshore
Fangtooth smooth-head,Bathyprion danae,Georges Bank
Fangtooth smooth-head,Bathyprion danae,Gulf of Maine
Fangtooth smooth-head,Bathyprion danae,Mid-Atlantic Bight
Fangtooth smooth-head,Bathyprion danae,Connecticut
Fangtooth smooth-head,Bathyprion danae,Maine
Fangtooth smooth-head,Bathyprion danae,Massachusetts-North
Fangtooth smooth-head,Bathyprion danae,Massachusetts-South
Fangtooth smooth-head,Bathyprion danae,New Hampshire
Fangtooth smooth-head,Bathyprion danae,New York
Fangtooth smooth-head,Bathyprion danae,Rhode Island
Fangtooth smooth-head,Bathyprion danae,NA
Fawn cusk-eel,Lepophidium profundorum,Offshore
Fawn cusk-eel,Lepophidium profundorum,Georges Bank
Fawn cusk-eel,Lepophidium profundorum,Gulf of Maine
Fawn cusk-eel,Lepophidium profundorum,Mid-Atlantic Bight
Fawn cusk-eel,Lepophidium profundorum,Connecticut
Fawn cusk-eel,Lepophidium profundorum,Maine
Fawn cusk-eel,Lepophidium profundorum,Massachusetts-North
Fawn cusk-eel,Lepophidium profundorum,Massachusetts-South
Fawn cusk-eel,Lepophidium profundorum,New Hampshire
Fawn cusk-eel,Lepophidium profundorum,New York
Fawn cusk-eel,Lepophidium profundorum,Rhode Island
Fawn cusk-eel,Lepophidium profundorum,NA
Feather blenny,Hypsoblennius hentz,Offshore
Feather blenny,Hypsoblennius hentz,Georges Bank
Feather blenny,Hypsoblennius hentz,Gulf of Maine
Feather blenny,Hypsoblennius hentz,Mid-Atlantic Bight
Feather blenny,Hypsoblennius hentz,Connecticut
Feather blenny,Hypsoblennius hentz,Maine
Feather blenny,Hypsoblennius hentz,Massachusetts-North
Feather blenny,Hypsoblennius hentz,Massachusetts-South
Feather blenny,Hypsoblennius hentz,New Hampshire
Feather blenny,Hypsoblennius hentz,New York
Feather blenny,Hypsoblennius hentz,Rhode Island
Feather blenny,Hypsoblennius hentz,NA
Festive lanternfish,Lampanyctus festivus,Offshore
Festive lanternfish,Lampanyctus festivus,Georges Bank
Festive lanternfish,Lampanyctus festivus,Gulf of Maine
Festive lanternfish,Lampanyctus festivus,Mid-Atlantic Bight
Festive lanternfish,Lampanyctus festivus,Connecticut
Festive lanternfish,Lampanyctus festivus,Maine
Festive lanternfish,Lampanyctus festivus,Massachusetts-North
Festive lanternfish,Lampanyctus festivus,Massachusetts-South
Festive lanternfish,Lampanyctus festivus,New Hampshire
Festive lanternfish,Lampanyctus festivus,New York
Festive lanternfish,Lampanyctus festivus,Rhode Island
Festive lanternfish,Lampanyctus festivus,NA
Fierce pike smelt,Sudis atrox,Offshore
Fierce pike smelt,Sudis atrox,Georges Bank
Fierce pike smelt,Sudis atrox,Gulf of Maine
Fierce pike smelt,Sudis atrox,Mid-Atlantic Bight
Fierce pike smelt,Sudis atrox,Connecticut
Fierce pike smelt,Sudis atrox,Maine
Fierce pike smelt,Sudis atrox,Massachusetts-North
Fierce pike smelt,Sudis atrox,Massachusetts-South
Fierce pike smelt,Sudis atrox,New Hampshire
Fierce pike smelt,Sudis atrox,New York
Fierce pike smelt,Sudis atrox,Rhode Island
Fierce pike smelt,Sudis atrox,NA
Fin whale,Balaenoptera physalus,Offshore
Fin whale,Balaenoptera physalus,Georges Bank
Fin whale,Balaenoptera physalus,Gulf of Maine
Fin whale,Balaenoptera physalus,Mid-Atlantic Bight
Fin whale,Balaenoptera physalus,Connecticut
Fin whale,Balaenoptera physalus,Maine
Fin whale,Balaenoptera physalus,Massachusetts-North
Fin whale,Balaenoptera physalus,Massachusetts-South
Fin whale,Balaenoptera physalus,New Hampshire
Fin whale,Balaenoptera physalus,New York
Fin whale,Balaenoptera physalus,Rhode Island
Fin whale,Balaenoptera physalus,NA
Finetooth shark,Carcharhinus isodon,Offshore
Finetooth shark,Carcharhinus isodon,Georges Bank
Finetooth shark,Carcharhinus isodon,Gulf of Maine
Finetooth shark,Carcharhinus isodon,Mid-Atlantic Bight
Finetooth shark,Carcharhinus isodon,Connecticut
Finetooth shark,Carcharhinus isodon,Maine
Finetooth shark,Carcharhinus isodon,Massachusetts-North
Finetooth shark,Carcharhinus isodon,Massachusetts-South
Finetooth shark,Carcharhinus isodon,New Hampshire
Finetooth shark,Carcharhinus isodon,New York
Finetooth shark,Carcharhinus isodon,Rhode Island
Finetooth shark,Carcharhinus isodon,NA
Fish crow,Corvus ossifragus,Offshore
Fish crow,Corvus ossifragus,Georges Bank
Fish crow,Corvus ossifragus,Gulf of Maine
Fish crow,Corvus ossifragus,Mid-Atlantic Bight
Fish crow,Corvus ossifragus,Connecticut
Fish crow,Corvus ossifragus,Maine
Fish crow,Corvus ossifragus,Massachusetts-North
Fish crow,Corvus ossifragus,Massachusetts-South
Fish crow,Corvus ossifragus,New Hampshire
Fish crow,Corvus ossifragus,New York
Fish crow,Corvus ossifragus,Rhode Island
Fish crow,Corvus ossifragus,NA
Flat needlefish,Ablennes hians,Offshore
Flat needlefish,Ablennes hians,Georges Bank
Flat needlefish,Ablennes hians,Gulf of Maine
Flat needlefish,Ablennes hians,Mid-Atlantic Bight
Flat needlefish,Ablennes hians,Connecticut
Flat needlefish,Ablennes hians,Maine
Flat needlefish,Ablennes hians,Massachusetts-North
Flat needlefish,Ablennes hians,Massachusetts-South
Flat needlefish,Ablennes hians,New Hampshire
Flat needlefish,Ablennes hians,New York
Flat needlefish,Ablennes hians,Rhode Island
Flat needlefish,Ablennes hians,NA
Flat-nose codling,Antimora rostrata,Offshore
Flat-nose codling,Antimora rostrata,Georges Bank
Flat-nose codling,Antimora rostrata,Gulf of Maine
Flat-nose codling,Antimora rostrata,Mid-Atlantic Bight
Flat-nose codling,Antimora rostrata,Connecticut
Flat-nose codling,Antimora rostrata,Maine
Flat-nose codling,Antimora rostrata,Massachusetts-North
Flat-nose codling,Antimora rostrata,Massachusetts-South
Flat-nose codling,Antimora rostrata,New Hampshire
Flat-nose codling,Antimora rostrata,New York
Flat-nose codling,Antimora rostrata,Rhode Island
Flat-nose codling,Antimora rostrata,NA
Flatback lobster,Stereomastis sculpta,Offshore
Flatback lobster,Stereomastis sculpta,Georges Bank
Flatback lobster,Stereomastis sculpta,Gulf of Maine
Flatback lobster,Stereomastis sculpta,Mid-Atlantic Bight
Flatback lobster,Stereomastis sculpta,Connecticut
Flatback lobster,Stereomastis sculpta,Maine
Flatback lobster,Stereomastis sculpta,Massachusetts-North
Flatback lobster,Stereomastis sculpta,Massachusetts-South
Flatback lobster,Stereomastis sculpta,New Hampshire
Flatback lobster,Stereomastis sculpta,New York
Flatback lobster,Stereomastis sculpta,Rhode Island
Flatback lobster,Stereomastis sculpta,NA
Flathead mullet,Mugil cephalus,Offshore
Flathead mullet,Mugil cephalus,Georges Bank
Flathead mullet,Mugil cephalus,Gulf of Maine
Flathead mullet,Mugil cephalus,Mid-Atlantic Bight
Flathead mullet,Mugil cephalus,Connecticut
Flathead mullet,Mugil cephalus,Maine
Flathead mullet,Mugil cephalus,Massachusetts-North
Flathead mullet,Mugil cephalus,Massachusetts-South
Flathead mullet,Mugil cephalus,New Hampshire
Flathead mullet,Mugil cephalus,New York
Flathead mullet,Mugil cephalus,Rhode Island
Flathead mullet,Mugil cephalus,NA
Fleshynose catshark,Apristurus melanoasper,Offshore
Fleshynose catshark,Apristurus melanoasper,Georges Bank
Fleshynose catshark,Apristurus melanoasper,Gulf of Maine
Fleshynose catshark,Apristurus melanoasper,Mid-Atlantic Bight
Fleshynose catshark,Apristurus melanoasper,Connecticut
Fleshynose catshark,Apristurus melanoasper,Maine
Fleshynose catshark,Apristurus melanoasper,Massachusetts-North
Fleshynose catshark,Apristurus melanoasper,Massachusetts-South
Fleshynose catshark,Apristurus melanoasper,New Hampshire
Fleshynose catshark,Apristurus melanoasper,New York
Fleshynose catshark,Apristurus melanoasper,Rhode Island
Fleshynose catshark,Apristurus melanoasper,NA
Florida lobsterette,Nephropsis aculeata,Offshore
Florida lobsterette,Nephropsis aculeata,Georges Bank
Florida lobsterette,Nephropsis aculeata,Gulf of Maine
Florida lobsterette,Nephropsis aculeata,Mid-Atlantic Bight
Florida lobsterette,Nephropsis aculeata,Connecticut
Florida lobsterette,Nephropsis aculeata,Maine
Florida lobsterette,Nephropsis aculeata,Massachusetts-North
Florida lobsterette,Nephropsis aculeata,Massachusetts-South
Florida lobsterette,Nephropsis aculeata,New Hampshire
Florida lobsterette,Nephropsis aculeata,New York
Florida lobsterette,Nephropsis aculeata,Rhode Island
Florida lobsterette,Nephropsis aculeata,NA
Florida pompano,Trachinotus carolinus,Offshore
Florida pompano,Trachinotus carolinus,Georges Bank
Florida pompano,Trachinotus carolinus,Gulf of Maine
Florida pompano,Trachinotus carolinus,Mid-Atlantic Bight
Florida pompano,Trachinotus carolinus,Connecticut
Florida pompano,Trachinotus carolinus,Maine
Florida pompano,Trachinotus carolinus,Massachusetts-North
Florida pompano,Trachinotus carolinus,Massachusetts-South
Florida pompano,Trachinotus carolinus,New Hampshire
Florida pompano,Trachinotus carolinus,New York
Florida pompano,Trachinotus carolinus,Rhode Island
Florida pompano,Trachinotus carolinus,NA
Flying halfbeak,Euleptorhamphus velox,Offshore
Flying halfbeak,Euleptorhamphus velox,Georges Bank
Flying halfbeak,Euleptorhamphus velox,Gulf of Maine
Flying halfbeak,Euleptorhamphus velox,Mid-Atlantic Bight
Flying halfbeak,Euleptorhamphus velox,Connecticut
Flying halfbeak,Euleptorhamphus velox,Maine
Flying halfbeak,Euleptorhamphus velox,Massachusetts-North
Flying halfbeak,Euleptorhamphus velox,Massachusetts-South
Flying halfbeak,Euleptorhamphus velox,New Hampshire
Flying halfbeak,Euleptorhamphus velox,New York
Flying halfbeak,Euleptorhamphus velox,Rhode Island
Flying halfbeak,Euleptorhamphus velox,NA
Footballfish,Himantolophus albinares,Offshore
Footballfish,Himantolophus albinares,Georges Bank
Footballfish,Himantolophus albinares,Gulf of Maine
Footballfish,Himantolophus albinares,Mid-Atlantic Bight
Footballfish,Himantolophus albinares,Connecticut
Footballfish,Himantolophus albinares,Maine
Footballfish,Himantolophus albinares,Massachusetts-North
Footballfish,Himantolophus albinares,Massachusetts-South
Footballfish,Himantolophus albinares,New Hampshire
Footballfish,Himantolophus albinares,New York
Footballfish,Himantolophus albinares,Rhode Island
Footballfish,Himantolophus albinares,NA
Fourbeard rockling,Enchelyopus cimbrius,Offshore
