"","state","status","species"
"1219","NY","NU","Mesoplodon densirostris"
"1220","IUCN","DD - Data deficient","Mesoplodon densirostris"
"1221","USA","NU","Mesoplodon densirostris"
"1222","ME","NU","Physeter macrocephalus"
"1223","MA","S1","Physeter macrocephalus"
"1224","NY","NU","Physeter macrocephalus"
"1225","IUCN","VU - Vulnerable","Physeter macrocephalus"
"1226","USA","NU","Physeter macrocephalus"
"1227","MA","S2","Tursiops truncatus"
"1228","NY","S3","Tursiops truncatus"
"1229","IUCN","LC - Least concern","Tursiops truncatus"
"1230","USA","N4N5","Tursiops truncatus"
"1231","ME","NU","Lagenorhynchus acutus"
"1232","MA","S4","Lagenorhynchus acutus"
"1233","NH","NU","Lagenorhynchus acutus"
"1234","NY","NU","Lagenorhynchus acutus"
"1235","RI","NU","Lagenorhynchus acutus"
"1236","IUCN","LC - Least concern","Lagenorhynchus acutus"
"1237","USA","NU","Lagenorhynchus acutus"
"1238","ME","N3","Megaptera novaeangliae"
"1239","MA","S2","Megaptera novaeangliae"
"1240","NY","N3","Megaptera novaeangliae"
"1241","RI","N3","Megaptera novaeangliae"
"1242","IUCN","LC - Least concern","Megaptera novaeangliae"
"1243","USA","N3","Megaptera novaeangliae"
"1244","CT","S4N","Halichoerus grypus"
"1245","ME","S1","Halichoerus grypus"
"1246","MA","S4","Halichoerus grypus"
"1247","NH","N1","Halichoerus grypus"
"1248","NY","N1","Halichoerus grypus"
"1249","IUCN","LC - Least concern","Halichoerus grypus"
"1250","USA","N1","Halichoerus grypus"
"1251","ME","N4","Orcinus orca"
"1252","MA","S1","Orcinus orca"
"1253","NY","N4","Orcinus orca"
"1254","IUCN","DD - Data deficient","Orcinus orca"
"1255","USA","N4","Orcinus orca"
"1256","NY","NNR","Mesoplodon mirus"
"1257","IUCN","DD - Data deficient","Mesoplodon mirus"
"1258","USA","NNR","Mesoplodon mirus"
"1259","IUCN","DD - Data deficient","Balaenoptera edeni"
"1260","USA","NU","Balaenoptera edeni"
"1261","ME","N1","Balaenoptera musculus"
"1262","MA","S1","Balaenoptera musculus"
"1263","NY","N1","Balaenoptera musculus"
"1264","RI","N1","Balaenoptera musculus"
"1265","IUCN","EN - Endangered","Balaenoptera musculus"
"1266","USA","N1","Balaenoptera musculus"
"1267","MA","S2","Stenella coeruleoalba"
"1268","NY","NU","Stenella coeruleoalba"
"1269","IUCN","LC - Least concern","Stenella coeruleoalba"
"1270","USA","NU","Stenella coeruleoalba"
"1271","CT","N5","Phoca vitulina"
"1272","ME","S5","Phoca vitulina"
"1273","MA","S4","Phoca vitulina"
"1274","NH","S4N","Phoca vitulina"
"1275","NY","S3","Phoca vitulina"
"1276","RI","N5","Phoca vitulina"
"1277","IUCN","LC - Least concern","Phoca vitulina"
"1278","USA","N5","Phoca vitulina"
"1279","NY","NU","Ziphius cavirostris"
"1280","IUCN","LC - Least concern","Ziphius cavirostris"
"1281","USA","NU","Ziphius cavirostris"
"1282","ME","N1","Eubalaena glacialis"
"1283","MA","S1","Eubalaena glacialis"
"1284","NY","N1","Eubalaena glacialis"
"1285","RI","N1","Eubalaena glacialis"
"1286","IUCN","EN - Endangered","Eubalaena glacialis"
"1287","USA","N1","Eubalaena glacialis"
"1288","ME","N4","Globicephala melas"
"1289","MA","S4","Globicephala melas"
"1290","NH","N4","Globicephala melas"
"1291","NY","N4","Globicephala melas"
"1292","RI","N4","Globicephala melas"
"1293","IUCN","LC - Least concern","Globicephala melas"
"1294","USA","N4","Globicephala melas"
"1295","NY","N1N3","Mesoplodon europaeus"
"1296","IUCN","DD - Data deficient","Mesoplodon europaeus"
"1297","USA","N1N3","Mesoplodon europaeus"
"1298","ME","NU","Lagenorhynchus albirostris"
"1299","MA","S1","Lagenorhynchus albirostris"
"1300","NY","NU","Lagenorhynchus albirostris"
"1301","IUCN","LC - Least concern","Lagenorhynchus albirostris"
"1302","USA","NU","Lagenorhynchus albirostris"
"1303","IUCN","DD - Data deficient","Stenella clymene"
"1304","USA","NU","Stenella clymene"
"1305","CT","N4N5","Phocoena phocoena"
"1306","ME","N4N5","Phocoena phocoena"
"1307","MA","S4","Phocoena phocoena"
"1308","NY","S4","Phocoena phocoena"
"1309","IUCN","LC - Least concern","Phocoena phocoena"
"1310","USA","N4N5","Phocoena phocoena"
"1311","RI","NNR","Lopholatilus chamaeleonticeps"
"1312","IUCN","EN - Endangered","Lopholatilus chamaeleonticeps"
"1313","USA","NNR","Lopholatilus chamaeleonticeps"
"1314","NY","N5","Lutjanus griseus"
"1315","IUCN",NA,"Lutjanus griseus"
"1316","USA","N5","Lutjanus griseus"
"1317",NA,NA,"Dibranchus atlanticus"
"1318","IUCN",NA,"Dibranchus atlanticus"
"1319","USA","NNR","Dibranchus atlanticus"
"1320","RI","NNR","Histrio histrio"
"1321","IUCN",NA,"Histrio histrio"
"1322","USA","NNR","Histrio histrio"
"1323","CT","NNR","Homarus americanus"
"1324","RI","NNR","Homarus americanus"
"1325","IUCN","LC - Least concern","Homarus americanus"
"1326","USA","NNR","Homarus americanus"
"1327","IUCN",NA,"Orthopristis chrysoptera"
"1328","USA","N5","Orthopristis chrysoptera"
"1329","NY","NNR","Gobiosoma ginsburgi"
"1330","RI","NNR","Gobiosoma ginsburgi"
"1331","IUCN",NA,"Gobiosoma ginsburgi"
"1332","USA","NNR","Gobiosoma ginsburgi"
"1333","NY","N5","Gobiosoma bosc"
"1334","RI","N5","Gobiosoma bosc"
"1335","IUCN",NA,"Gobiosoma bosc"
"1336","USA","N5","Gobiosoma bosc"
"1337","IUCN",NA,"Gobiesox strumosus"
"1338","USA","N5","Gobiesox strumosus"
"1339",NA,NA,"Nesiarchus nasutus"
"1340","IUCN",NA,"Nesiarchus nasutus"
"1341","USA","NNR","Nesiarchus nasutus"
"1342","ME","NNR","Gasterosteus wheatlandi"
"1343","NY","NNR","Gasterosteus wheatlandi"
"1344","RI","NNR","Gasterosteus wheatlandi"
"1345","IUCN",NA,"Gasterosteus wheatlandi"
"1346","USA","NNR","Gasterosteus wheatlandi"
"1347",NA,NA,"Fistularia tabacaria"
"1348","IUCN",NA,"Fistularia tabacaria"
"1349","USA","NNR","Fistularia tabacaria"
"1350","NY","NNR","Urophycis regia"
"1351","RI","NNR","Urophycis regia"
"1352","IUCN",NA,"Urophycis regia"
"1353","USA","NNR","Urophycis regia"
"1354",NA,NA,"Physiculus fulvus"
"1355","IUCN",NA,"Physiculus fulvus"
"1356","USA","NNR","Physiculus fulvus"
"1357","CT","NNR","Merluccius bilinearis"
"1358","NY","NNR","Merluccius bilinearis"
"1359","RI","NNR","Merluccius bilinearis"
"1360","IUCN",NA,"Merluccius bilinearis"
"1361","USA","NNR","Merluccius bilinearis"
"1362",NA,NA,"Merluccius albidus"
"1363","IUCN",NA,"Merluccius albidus"
"1364","USA","NNR","Merluccius albidus"
"1365","NY","NNR","Enchelyopus cimbrius"
"1366","RI","NNR","Enchelyopus cimbrius"
"1367","IUCN",NA,"Enchelyopus cimbrius"
"1368","USA","NNR","Enchelyopus cimbrius"
"1369","IUCN",NA,"Chaetodipterus faber"
"1370","USA","N5","Chaetodipterus faber"
"1371","IUCN",NA,"Remora remora"
"1372","USA","NNR","Remora remora"
"1373","IUCN",NA,"Echeneis naucrates"
"1374","USA","NNR","Echeneis naucrates"
"1375","CT","N5","Lucania parva"
"1376","MA","S4","Lucania parva"
"1377","RI","N5","Lucania parva"
"1378","IUCN","LC - Least concern","Lucania parva"
"1379","USA","N5","Lucania parva"
"1380","NY","N5","Fundulus majalis"
"1381","RI","N5","Fundulus majalis"
"1382","IUCN",NA,"Fundulus majalis"
"1383","USA","N5","Fundulus majalis"
"1384","CT","S5","Fundulus heteroclitus"
"1385","ME","N5","Fundulus heteroclitus"
"1386","MA","S5","Fundulus heteroclitus"
"1387","NH","S5","Fundulus heteroclitus"
"1388","NY","S3","Fundulus heteroclitus"
"1389","RI","S5","Fundulus heteroclitus"
"1390","IUCN","LC - Least concern","Fundulus heteroclitus"
"1391","USA","N5","Fundulus heteroclitus"
"1392","CT","N5","Cyprinodon variegatus"
"1393","MA","S4","Cyprinodon variegatus"
"1394","NY","N5","Cyprinodon variegatus"
"1395","RI","N5","Cyprinodon variegatus"
"1396","IUCN","LC - Least concern","Cyprinodon variegatus"
"1397","USA","N5","Cyprinodon variegatus"
"1398","IUCN",NA,"Opisthonema oglinum"
"1399","USA","N5","Opisthonema oglinum"
"1400","IUCN",NA,"Harengula jaguana"
"1401","USA","N5","Harengula jaguana"
"1402","CT","NNR","Clupea harengus"
"1403","NY","NNR","Clupea harengus"
"1404","RI","NNR","Clupea harengus"
"1405","IUCN","LC - Least concern","Clupea harengus"
"1406","USA","NNR","Clupea harengus"
"1407","CT","SNRB","Brevoortia tyrannus"
"1408","NY","N5","Brevoortia tyrannus"
"1409","RI","N5","Brevoortia tyrannus"
"1410","IUCN",NA,"Brevoortia tyrannus"
"1411","USA","N5","Brevoortia tyrannus"
"1412","CT","N5","Anchoa mitchilli"
"1413","ME","N5","Anchoa mitchilli"
"1414","MA","S4","Anchoa mitchilli"
"1415","NY","S3","Anchoa mitchilli"
"1416","RI","N5","Anchoa mitchilli"
"1417","IUCN","LC - Least concern","Anchoa mitchilli"
"1418","USA","N5","Anchoa mitchilli"
"1419","IUCN",NA,"Anchoa lyolepis"
"1420","USA","NNR","Anchoa lyolepis"
"1421","NY","NNR","Anchoa hepsetus"
"1422","RI","NNR","Anchoa hepsetus"
"1423","IUCN",NA,"Anchoa hepsetus"
"1424","USA","NNR","Anchoa hepsetus"
"1425","CT","S3","Alosa sapidissima"
"1426","ME","S5","Alosa sapidissima"
"1427","MA","S3S4","Alosa sapidissima"
"1428","NH","S3","Alosa sapidissima"
"1429","NY","S4","Alosa sapidissima"
"1430","RI","S1","Alosa sapidissima"
"1431","IUCN","LC - Least concern","Alosa sapidissima"
"1432","USA","N5","Alosa sapidissima"
"1433","CT","S3","Alosa pseudoharengus"
"1434","ME","S5","Alosa pseudoharengus"
"1435","MA","S3S4","Alosa pseudoharengus"
"1436","NH","S5","Alosa pseudoharengus"
"1437","NY","S5","Alosa pseudoharengus"
"1438","RI","S3","Alosa pseudoharengus"
"1439","IUCN","LC - Least concern","Alosa pseudoharengus"
"1440","USA","N5","Alosa pseudoharengus"
"1441","CT","S2","Alosa mediocris"
"1442","ME","S4","Alosa mediocris"
"1443","MA","N4","Alosa mediocris"
"1444","NH","N4","Alosa mediocris"
"1445","NY","S2","Alosa mediocris"
"1446","RI","N4","Alosa mediocris"
"1447","IUCN","LC - Least concern","Alosa mediocris"
"1448","USA","N4","Alosa mediocris"
"1449","CT","S5","Alosa aestivalis"
"1450","ME","S4","Alosa aestivalis"
"1451","MA","S3S4","Alosa aestivalis"
"1452","NH","S4","Alosa aestivalis"
"1453","NY","S3","Alosa aestivalis"
"1454","RI","S1","Alosa aestivalis"
"1455","IUCN","VU - Vulnerable","Alosa aestivalis"
"1456","USA","N3N4","Alosa aestivalis"
"1457","CT","NNR","Squalus acanthias"
"1458","RI","NNR","Squalus acanthias"
"1459","IUCN","VU - Vulnerable","Squalus acanthias"
"1460","USA","NNR","Squalus acanthias"
"1461","IUCN","VU - Vulnerable","Alopias superciliosus"
"1462","USA","NNR","Alopias superciliosus"
"1463","CT","NNR","Raja eglanteria"
"1464","RI","NNR","Raja eglanteria"
"1465","IUCN","LC - Least concern","Raja eglanteria"
"1466","USA","NNR","Raja eglanteria"
"1467","CT","NNR","Leucoraja ocellata"
"1468","RI","NNR","Leucoraja ocellata"
"1469","IUCN","EN - Endangered","Leucoraja ocellata"
"1470","USA","NNR","Leucoraja ocellata"
"1471","IUCN","VU - Vulnerable","Amblyraja radiata"
"1472","USA","NNR","Amblyraja radiata"
"1473","IUCN","LC - Least concern","Carcharhinus isodon"
"1474","USA","NNR","Carcharhinus isodon"
"1475","IUCN","LC - Least concern","Centroscyllium fabricii"
"1476","USA","NNR","Centroscyllium fabricii"
"1477","IUCN","EN - Endangered","Malacoraja senta"
"1478","USA","NNR","Malacoraja senta"
"1479","CT","NNR","Leucoraja erinacea"
"1480","RI","NNR","Leucoraja erinacea"
"1481","IUCN","NT - Near threatened","Leucoraja erinacea"
"1482","USA","NNR","Leucoraja erinacea"
"1483","RI","NNR","Squatina dumeril"
"1484","IUCN","DD - Data deficient","Squatina dumeril"
"1485","USA","NNR","Squatina dumeril"
"1486","IUCN","VU - Vulnerable","Isurus paucus"
"1487","USA","NNR","Isurus paucus"
"1488","IUCN","VU - Vulnerable","Carcharhinus signatus"
"1489","USA","NNR","Carcharhinus signatus"
"1490",NA,NA,"Somniosus microcephalus"
"1491","IUCN","NT - Near threatened","Somniosus microcephalus"
"1492","USA","NNR","Somniosus microcephalus"
"1493","IUCN","NT - Near threatened","Rhinoptera bonasus"
"1494","USA","NNR","Rhinoptera bonasus"
"1495","IUCN","DD - Data deficient","Echinorhinus brucus"
"1496","USA","NNR","Echinorhinus brucus"
"1497","IUCN","NT - Near threatened","Centroscymnus coelolepis"
"1498","USA","NNR","Centroscymnus coelolepis"
"1499","RI","NNR","Dipturus laevis"
"1500","IUCN","EN - Endangered","Dipturus laevis"
"1501","USA","NNR","Dipturus laevis"
"1502","IUCN","VU - Vulnerable","Sphyrna zygaena"
"1503","USA","NNR","Sphyrna zygaena"
"1504","IUCN","LC - Least concern","Sphyrna tiburo"
"1505","USA","NNR","Sphyrna tiburo"
"1506","IUCN","EN - Endangered","Sphyrna mokarran"
"1507","USA","NNR","Sphyrna mokarran"
"1508","RI","NNR","Sphyrna lewini"
"1509","IUCN","EN - Endangered","Sphyrna lewini"
"1510","USA","NNR","Sphyrna lewini"
"1511","IUCN","LC - Least concern","Rhizoprionodon terraenovae"
"1512","USA","NNR","Rhizoprionodon terraenovae"
"1513","IUCN","NT - Near threatened","Negaprion brevirostris"
"1514","USA","NNR","Negaprion brevirostris"
"1515","IUCN","NT - Near threatened","Galeocerdo cuvier"
"1516","USA","NNR","Galeocerdo cuvier"
"1517","IUCN","NT - Near threatened","Carcharhinus leucas"
"1518","USA","N5","Carcharhinus leucas"
"1519","IUCN","NT - Near threatened","Carcharhinus falciformis"
"1520","USA","NNR","Carcharhinus falciformis"
"1521","CT","NNR","Mustelus canis"
"1522","RI","NNR","Mustelus canis"
"1523","IUCN","NT - Near threatened","Mustelus canis"
"1524","USA","NNR","Mustelus canis"
"1525",NA,NA,"Odontaspis noronhai"
"1526","IUCN","DD - Data deficient","Odontaspis noronhai"
"1527","USA","NNR","Odontaspis noronhai"
"1528","IUCN","VU - Vulnerable","Rhincodon typus"
"1529","USA","NNR","Rhincodon typus"
"1530","IUCN","VU - Vulnerable","Lamna nasus"
"1531","USA","NNR","Lamna nasus"
"1532","IUCN","NT - Near threatened","Dalatias licha"
"1533","USA","NNR","Dalatias licha"
"1534","IUCN","VU - Vulnerable","Cetorhinus maximus"
"1535","USA","NNR","Cetorhinus maximus"
"1536","IUCN","VU - Vulnerable","Carcharodon carcharias"
"1537","USA","NNR","Carcharodon carcharias"
"1538","CT","SNRB","Carcharias taurus"
"1539","RI","NNR","Carcharias taurus"
"1540","IUCN","VU - Vulnerable","Carcharias taurus"
"1541","USA","NNR","Carcharias taurus"
"1542","CT","NNR","Carcharhinus plumbeus"
"1543","IUCN","VU - Vulnerable","Carcharhinus plumbeus"
"1544","USA","NNR","Carcharhinus plumbeus"
"1545","IUCN","VU - Vulnerable","Carcharhinus obscurus"
"1546","USA","NNR","Carcharhinus obscurus"
"1547","IUCN","NT - Near threatened","Carcharhinus limbatus"
"1548","USA","NNR","Carcharhinus limbatus"
"1549","IUCN",NA,"Oligoplites saurus"
"1550","USA","N5","Oligoplites saurus"
"1551","IUCN",NA,"Trachinotus carolinus"
"1552","USA","N5","Trachinotus carolinus"
"1553","IUCN",NA,"Selene vomer"
"1554","USA","N5","Selene vomer"
"1555","IUCN",NA,"Selene setapinnis"
"1556","USA","N5","Selene setapinnis"
"1557","IUCN",NA,"Chloroscombrus chrysurus"
"1558","USA","N5","Chloroscombrus chrysurus"
"1559","MA","S4","Caranx hippos"
"1560","NY","N5","Caranx hippos"
"1561","RI","N5","Caranx hippos"
"1562","IUCN",NA,"Caranx hippos"
"1563","USA","N5","Caranx hippos"
"1564","RI","NNR","Caranx crysos"
"1565","IUCN","LC - Least concern","Caranx crysos"
"1566","USA","NNR","Caranx crysos"
"1567","RI","NNR","Caranx bartholomaei"
"1568","IUCN",NA,"Caranx bartholomaei"
"1569","USA","NNR","Caranx bartholomaei"
"1570",NA,NA,"Beryx decadactylus"
"1571","IUCN",NA,"Beryx decadactylus"
"1572","USA","NNR","Beryx decadactylus"
"1573",NA,NA,"Gephyroberyx darwinii"
"1574","IUCN",NA,"Gephyroberyx darwinii"
"1575","USA","NNR","Gephyroberyx darwinii"
"1576","ME","N5","Strongylura marina"
"1577","MA","S4","Strongylura marina"
"1578","NY","S2S3","Strongylura marina"
"1579","RI","N5","Strongylura marina"
"1580","IUCN","LC - Least concern","Strongylura marina"
"1581","USA","N5","Strongylura marina"
"1582","RI","NNR","Exocoetus obtusirostris"
"1583","IUCN",NA,"Exocoetus obtusirostris"
"1584","USA","NNR","Exocoetus obtusirostris"
"1585","RI","NNR","Hemiramphus brasiliensis"
"1586","IUCN",NA,"Hemiramphus brasiliensis"
"1587","USA","NNR","Hemiramphus brasiliensis"
"1588","CT","NNR","Opsanus tau"
"1589","RI","NNR","Opsanus tau"
"1590","IUCN",NA,"Opsanus tau"
"1591","USA","NNR","Opsanus tau"
"1592","NY","N5","Synodus foetens"
"1593","IUCN",NA,"Synodus foetens"
"1594","USA","N5","Synodus foetens"
"1595","CT","N5","Menidia menidia"
"1596","MA","S5","Menidia menidia"
"1597","NY","S2S3","Menidia menidia"
"1598","RI","N5","Menidia menidia"
"1599","IUCN",NA,"Menidia menidia"
"1600","USA","N5","Menidia menidia"
"1601","NY","NNR","Membras martinica"
"1602","IUCN","LC - Least concern","Membras martinica"
"1603","USA","NNR","Membras martinica"
"1604","CT","S1","Acipenser oxyrinchus"
"1605","ME","S3","Acipenser oxyrinchus"
"1606","MA","S1","Acipenser oxyrinchus"
"1607","NH","S1","Acipenser oxyrinchus"
"1608","NY","S1","Acipenser oxyrinchus"
"1609","RI","SH","Acipenser oxyrinchus"
"1610","IUCN","NT - Near threatened","Acipenser oxyrinchus"
"1611","USA","N3","Acipenser oxyrinchus"
"1612","CT","S1","Acipenser brevirostrum"
"1613","ME","S3","Acipenser brevirostrum"
"1614","MA","S1","Acipenser brevirostrum"
"1615","NH","S1","Acipenser brevirostrum"
"1616","NY","S1","Acipenser brevirostrum"
"1617","RI","SH","Acipenser brevirostrum"
"1618","IUCN","VU - Vulnerable","Acipenser brevirostrum"
"1619","USA","N3","Acipenser brevirostrum"
"1620",NA,NA,NA
