"","common","sciname","source","iucn_sid","state","status","trend","status_scale"
"1199","rare lanternfish","Loweina rara","IUCN",60474290,NA,"LC","Unknown","IUCN"
"1200","metallic lantern fish","Myctophum affine","IUCN",15599150,NA,"LC","Stable","IUCN"
"1201","metallic lantern fish","Myctophum affine","IUCN",15599150,"IUCN","LC","Stable","IUCN"
"1202","metallic lantern fish","Myctophum affine","IUCN",15599150,"USA","NNR","Stable","USA"
"1203","prickly lanternfish","Myctophum asperum","IUCN",15600450,NA,"LC","Stable","IUCN"
"1204","spotted lanternfish","Myctophum nitidulum","IUCN",15600453,NA,"LC","Stable","IUCN"
"1205","bluntsnout lanternfish","Myctophum obtusirostre","IUCN",15600713,NA,"LC","Unknown","IUCN"
"1206","spotted lanternfish","Myctophum punctatum","IUCN",190453,NA,"LC","Stable","IUCN"
"1207","wisner's lantern fish","Myctophum selenops","IUCN",15600727,NA,"LC","Unknown","IUCN"
"1208","dusky lanternfish","Nannobrachium atrum","IUCN",15600731,NA,"LC","Unknown","IUCN"
"1209",NA,"Nannobrachium cuprarium","IUCN",15600738,NA,"LC","Unknown","IUCN"
"1210","lanternfish","Nannobrachium lineatum","IUCN",190311,NA,"LC","Unknown","IUCN"
"1211","topside lampfish","Notolychnus valdiviae","IUCN",190261,NA,"LC","Stable","IUCN"
"1212","lanternfish","Notoscopelus bolini","IUCN",198621,NA,"LC","Unknown","IUCN"
"1213","lobisomem","Notoscopelus caudispinosus","IUCN",15601865,NA,"LC","Unknown","IUCN"
"1214","patchwork lampfish","Notoscopelus resplendens","IUCN",15601872,NA,"LC","Stable","IUCN"
"1215","rufous lanternfish","Symbolophorus rufinus","IUCN",190477,NA,"LC","Unknown","IUCN"
"1216","large-scale lantern fish","Symbolophorus veranyi","IUCN",190466,NA,"LC","Unknown","IUCN"
"1217","deepwater lanternfish","Taaningichthys bathyphilus","IUCN",190232,NA,"LC","Unknown","IUCN"
"1218","waistcoat lanternfish","Taaningichthys minimus","IUCN",15601902,NA,"LC","Unknown","IUCN"
"1219","cape fathead","Cubiceps capensis","IUCN",198675,NA,"LC","Unknown","IUCN"
"1220","bigeye cigarfish","Cubiceps pauciradiatus","IUCN",16439367,NA,"LC","Unknown","IUCN"
"1221","man-of-war fish","Nomeus gronovii","IUCN",16545183,NA,"LC","Unknown","IUCN"
"1222","freckled driftfish","Psenes cyanophrys","IUCN",16545253,NA,"LC","Unknown","IUCN"
"1223","bluefin driftfish","Psenes pellucidus","IUCN",16545256,NA,"LC","Unknown","IUCN"
"1224","allied halosaur","Aldrovandia affinis","IUCN",190356,NA,"LC","Unknown","IUCN"
"1225",NA,"Aldrovandia gracilis","IUCN",190486,NA,"LC","Unknown","IUCN"
"1226","hawaiian halosaurid fish","Aldrovandia phalacra","IUCN",195838,NA,"LC","Unknown","IUCN"
"1227","abyssal halosaur","Halosauropsis macrochir","IUCN",195840,NA,"LC","Unknown","IUCN"
"1228",NA,"Halosaurus guentheri","IUCN",190196,NA,"LC","Unknown","IUCN"
"1229","cosmopolitan spineback","Notacanthus chemnitzii","IUCN",195852,NA,"LC","Unknown","IUCN"
"1230","longnose tapirfish","Polyacanthonotus challengeri","IUCN",190403,NA,"LC","Unknown","IUCN"
"1231",NA,"Polyacanthonotus merretti","IUCN",190489,NA,"LC","Unknown","IUCN"
"1232",NA,"Abyssobrotula galatheae","IUCN",60469175,NA,"LC","Unknown","IUCN"
"1233","abyssal assfish","Bassozetus compressus","IUCN",190154,NA,"LC","Unknown","IUCN"
"1234",NA,"Bassozetus levistomatus","IUCN",60469264,NA,"LC","Unknown","IUCN"
"1235","cusk eel","Bassozetus normalis","IUCN",60469273,NA,"LC","Unknown","IUCN"
"1236",NA,"Bathyonus laticeps","IUCN",57693936,NA,"DD","Unknown","IUCN"
"1237","robust cusk-eel","Benthocometes robustus","IUCN",154929,NA,"LC","Unknown","IUCN"
"1238","digitate cusk eel","Dicrolene introniger","IUCN",60470322,NA,"LC","Unknown","IUCN"
"1239",NA,"Lamprogrammus brunswigi","IUCN",60471877,NA,"LC","Unknown","IUCN"
"1240","scaleline cusk","Lamprogrammus shcherbachevi","IUCN",60471916,NA,"DD","Unknown","IUCN"
"1241","shortbeard cusk-eel","Lepophidium brevibarbe","IUCN",16501868,NA,"LC","Unknown","IUCN"
"1242","fawn cusk-eel","Lepophidium profundorum","IUCN",16502093,"RI","NNR","Unknown","RI"
"1243","fawn cusk-eel","Lepophidium profundorum","IUCN",16502093,"IUCN","LC","Unknown","IUCN"
"1244","fawn cusk-eel","Lepophidium profundorum","IUCN",16502093,"USA","NNR","Unknown","USA"
"1245","striped cusk-eel","Ophidion marginatum","IUCN",190213,"NY","NNR","Stable","NY"
"1246","striped cusk-eel","Ophidion marginatum","IUCN",190213,"IUCN","LC","Stable","IUCN"
"1247","striped cusk-eel","Ophidion marginatum","IUCN",190213,"USA","NNR","Stable","USA"
"1248",NA,"Penopus microphthalmus","IUCN",60482312,NA,"LC","Unknown","IUCN"
"1249","slender cuskeel","Porogadus miles","IUCN",60482748,NA,"LC","Unknown","IUCN"
"1250","pudgy cuskeel","Spectrunculus grandis","IUCN",18139045,NA,"LC","Unknown","IUCN"
"1251","false cusk","Parabrotula plagiophthalma","IUCN",60482248,NA,"LC","Unknown","IUCN"
"1252","agassiz' slickhead","Alepocephalus agassizii","IUCN",15147715,NA,"LC","Unknown","IUCN"
"1253","small scaled brown slickhead","Alepocephalus australis","IUCN",15147725,NA,"LC","Stable","IUCN"
"1254","baird's slickhead","Alepocephalus bairdii","IUCN",15147740,NA,"DD","Unknown","IUCN"
"1255","smalleye smooth-head","Alepocephalus productus","IUCN",18139074,NA,"LC","Unknown","IUCN"
"1256","bigeye smooth-head","Bajacalifornia megalops","IUCN",15147816,NA,"LC","Unknown","IUCN"
"1257","fangtooth smooth-head","Bathyprion danae","IUCN",15147965,NA,"LC","Unknown","IUCN"
"1258","koefoed's smooth-head","Bathytroctes macrolepis","IUCN",190282,NA,"LC","Unknown","IUCN"
"1259","michael sars smooth-head","Bathytroctes michaelsarsi","IUCN",15147977,NA,"LC","Unknown","IUCN"
"1260","smallscale smooth-head","Bathytroctes microlepis","IUCN",190265,NA,"LC","Unknown","IUCN"
"1261","toothless smooth-head","Einara edentula","IUCN",57825241,NA,"LC","Unknown","IUCN"
"1262","loosescale smooth-head","Einara macrolepis","IUCN",15148742,NA,"LC","Unknown","IUCN"
"1263","blackhead salmon","Narcetes stomias","IUCN",18140291,NA,"LC","Stable","IUCN"
"1264","starry smooth-head","Photostylus pycnopterus","IUCN",190298,NA,"LC","Unknown","IUCN"
"1265","softskin smooth-head","Rouleina attrita","IUCN",15149121,NA,"LC","Unknown","IUCN"
"1266","madeiran smooth-head","Rouleina maderensis","IUCN",190264,NA,"LC","Unknown","IUCN"
"1267","antillean smooth-head","Talismania antillarum","IUCN",190198,NA,"LC","Unknown","IUCN"
"1268","bluntsnout smooth-head","Xenodermichthys copei","IUCN",15149335,NA,"LC","Unknown","IUCN"
"1269","striated argentine","Argentina striata","IUCN",16407217,NA,"LC","Unknown","IUCN"
"1270","grey's deepsea smelt","Bathylagichthys greyae","IUCN",18140358,NA,"LC","Unknown","IUCN"
"1271","longsnout blacksmelt","Dolicholagus longirostris","IUCN",18140736,NA,"LC","Unknown","IUCN"
"1272","bigscale deepsea smelt","Melanolagus bericoides","IUCN",190485,NA,"LC","Unknown","IUCN"
"1273",NA,"Nansenia longicauda","IUCN",60481712,NA,"DD","Unknown","IUCN"
"1274",NA,"Nansenia megalopa","IUCN",60481729,NA,"DD","Unknown","IUCN"
"1275",NA,"Dolichopteroides binocularis","IUCN",21101200,NA,"LC","Unknown","IUCN"
"1276","barreleye","Opisthoproctus soleatus","IUCN",18155920,NA,"LC","Unknown","IUCN"
"1277","glasshead barreleye","Rhynchohyalus natalensis","IUCN",60483211,NA,"LC","Unknown","IUCN"
"1278","maul's searsid","Maulisia mauli","IUCN",18155946,NA,"LC","Unknown","IUCN"
"1279","smallscale searsid","Maulisia microlepis","IUCN",21108245,NA,"LC","Unknown","IUCN"
"1280","dark searsid","Mentodus facilis","IUCN",60479648,NA,"LC","Unknown","IUCN"
"1281","multipore searsid","Normichthys operosus","IUCN",18155949,NA,"LC","Decreasing","IUCN"
"1282","goby flathead","Bembrops gobioides","IUCN",16425314,NA,"LC","Unknown","IUCN"
"1283","wreckfish","Polyprion americanus","IUCN",43972,NA,"DD","Unknown","IUCN"
"1284","atlantic bigeye","Priacanthus arenatus","IUCN",198558,NA,"LC","Unknown","IUCN"
"1285","longfinned bullseye","Cookeolus japonicus","IUCN",190255,NA,"LC","Unknown","IUCN"
"1286","blunthead puffer","Sphoeroides pachygaster","IUCN",190193,NA,"LC","Unknown","IUCN"
"1287","smooth puffer","Lagocephalus laevigatus","IUCN",190380,NA,"LC","Unknown","IUCN"
"1288","oceanic puffer","Lagocephalus lagocephalus","IUCN",190464,NA,"LC","Unknown","IUCN"
"1289","bandtail puffer","Sphoeroides spengleri","IUCN",193630,NA,"LC","Unknown","IUCN"
"1290","checkered puffer","Sphoeroides testudineus","IUCN",193813,NA,"LC","Unknown","IUCN"
"1291","cobia","Rachycentron canadum","IUCN",190190,NA,"LC","Unknown","IUCN"
"1292","cobia","Rachycentron canadum","IUCN",190190,"IUCN","LC","Unknown","IUCN"
"1293","cobia","Rachycentron canadum","IUCN",190190,"USA","NNR","Unknown","USA"
"1294","hawksbill turtle","Eretmochelys imbricata","IUCN",8005,"MA","S1N",NA,"MA"
"1295","hawksbill turtle","Eretmochelys imbricata","IUCN",8005,"RI","N1B",NA,"RI"
"1296","hawksbill turtle","Eretmochelys imbricata","IUCN",8005,"IUCN","CR - Critically endangered",NA,"IUCN"
"1297","hawksbill turtle","Eretmochelys imbricata","IUCN",8005,"USA","N1B",NA,"USA"
"1298","leatherback","Dermochelys coriacea","IUCN",46967827,"CT","N2B",NA,"CT"
"1299","leatherback","Dermochelys coriacea","IUCN",46967827,"ME","N2B",NA,"ME"
"1300","leatherback","Dermochelys coriacea","IUCN",46967827,"MA","S1S2N",NA,"MA"
"1301","leatherback","Dermochelys coriacea","IUCN",46967827,"NH","N2B",NA,"NH"
"1302","leatherback","Dermochelys coriacea","IUCN",46967827,"NY","S1N",NA,"NY"
"1303","leatherback","Dermochelys coriacea","IUCN",46967827,"RI","N2B",NA,"RI"
"1304","leatherback","Dermochelys coriacea","IUCN",46967827,"IUCN","VU - Vulnerable",NA,"IUCN"
"1305","leatherback","Dermochelys coriacea","IUCN",46967827,"USA","N2B",NA,"USA"
"1306","green turtle","Chelonia mydas","IUCN",4615,"CT","N3B,N3N",NA,"CT"
"1307","green turtle","Chelonia mydas","IUCN",4615,"ME","N3B,N3N",NA,"ME"
"1308","green turtle","Chelonia mydas","IUCN",4615,"MA","S1N",NA,"MA"
"1309","green turtle","Chelonia mydas","IUCN",4615,"NY","S1N",NA,"NY"
"1310","green turtle","Chelonia mydas","IUCN",4615,"RI","N3B,N3N",NA,"RI"
"1311","green turtle","Chelonia mydas","IUCN",4615,"IUCN","EN - Endangered",NA,"IUCN"
"1312","green turtle","Chelonia mydas","IUCN",4615,"USA","N3B,N3N",NA,"USA"
"1313","olive ridley","Lepidochelys olivacea","IUCN",11534,"IUCN","VU - Vulnerable",NA,"IUCN"
"1314","olive ridley","Lepidochelys olivacea","IUCN",11534,"USA","N1N",NA,"USA"
"1315","loggerhead turtle","Caretta caretta","IUCN",84131194,"CT","N3B",NA,"CT"
"1316","loggerhead turtle","Caretta caretta","IUCN",84131194,"ME","N3B",NA,"ME"
"1317","loggerhead turtle","Caretta caretta","IUCN",84131194,"MA","S1N",NA,"MA"
"1318","loggerhead turtle","Caretta caretta","IUCN",84131194,"NY","S1N",NA,"NY"
"1319","loggerhead turtle","Caretta caretta","IUCN",84131194,"RI","N3B",NA,"RI"
"1320","loggerhead turtle","Caretta caretta","IUCN",84131194,"IUCN","EN - Endangered",NA,"IUCN"
"1321","loggerhead turtle","Caretta caretta","IUCN",84131194,"USA","N3B",NA,"USA"
"1322","bobtail eel","Cyema atrum","IUCN",18227109,NA,"LC","Unknown","IUCN"
"1323","pelican eel","Eurypharynx pelecanoides","IUCN",18227119,NA,"LC","Unknown","IUCN"
"1324","silver croaker","Bairdiella chrysoura","IUCN",193264,"NY","N5","Unknown","NY"
"1325","silver croaker","Bairdiella chrysoura","IUCN",193264,"IUCN","LC","Unknown","IUCN"
"1326","silver croaker","Bairdiella chrysoura","IUCN",193264,"USA","N5","Unknown","USA"
"1327","speckled seatrout","Cynoscion nebulosus","IUCN",193266,"IUCN","LC","Increasing","IUCN"
"1328","speckled seatrout","Cynoscion nebulosus","IUCN",193266,"USA","N5","Increasing","USA"
"1329","southern kingfish","Menticirrhus americanus","IUCN",195075,"IUCN","LC","Unknown","IUCN"
"1330","southern kingfish","Menticirrhus americanus","IUCN",195075,"USA","NNR","Unknown","USA"
"1331","black drum","Pogonias cromis","IUCN",193269,"IUCN","LC","Decreasing","IUCN"
"1332","black drum","Pogonias cromis","IUCN",193269,"USA","NNR","Decreasing","USA"
"1333","longfin escolar","Scombrolabrax heterolepis","IUCN",21132418,NA,"LC","Decreasing","IUCN"
"1334","red porgy","Pagrus pagrus","IUCN",15873,NA,"LC","Unknown","IUCN"
"1335","sheepshead","Archosargus probatocephalus","IUCN",170223,"IUCN","LC","Stable","IUCN"
"1336","sheepshead","Archosargus probatocephalus","IUCN",170223,"USA","N5","Stable","USA"
"1337","jolthead porgy","Calamus bajonado","IUCN",170190,NA,"LC","Unknown","IUCN"
"1338","sea bream","Archosargus rhomboidalis","IUCN",170156,NA,"LC","Unknown","IUCN"
"1339",NA,"Molpadiodemas atlanticus","IUCN",180271,NA,"DD","Unknown","IUCN"
"1340",NA,"Paelopatides gigantea","IUCN",180365,NA,"DD","Unknown","IUCN"
"1341",NA,"Mesothuria lactea","IUCN",180468,NA,"LC","Unknown","IUCN"
"1342","eelgrass","Zostera marina","IUCN",153538,"CT","N4N5","Decreasing","CT"
"1343","eelgrass","Zostera marina","IUCN",153538,"ME","N4N5","Decreasing","ME"
"1344","eelgrass","Zostera marina","IUCN",153538,"MA","N4N5","Decreasing","MA"
"1345","eelgrass","Zostera marina","IUCN",153538,"NH","N4N5","Decreasing","NH"
"1346","eelgrass","Zostera marina","IUCN",153538,"NY","S3","Decreasing","NY"
"1347","eelgrass","Zostera marina","IUCN",153538,"RI","N4N5","Decreasing","RI"
"1348","eelgrass","Zostera marina","IUCN",153538,"IUCN","LC","Decreasing","IUCN"
"1349","eelgrass","Zostera marina","IUCN",153538,"USA","N4N5","Decreasing","USA"
"1350","yellowfin bass","Anthias nicholsi","IUCN",16407002,NA,"LC","Unknown","IUCN"
"1351","streamer bass","Baldwinella aureorubens","IUCN",16750054,NA,"LC","Unknown","IUCN"
"1352","great barracuda","Sphyraena barracuda","IUCN",190399,NA,"LC","Unknown","IUCN"
"1353","northern sennet","Sphyraena borealis","IUCN",20666166,NA,"LC","Unknown","IUCN"
"1354","guachanche barracuda","Sphyraena guachancho","IUCN",190362,"IUCN","LC","Unknown","IUCN"
"1355","guachanche barracuda","Sphyraena guachancho","IUCN",190362,"USA","N5","Unknown","USA"
"1356","lovely hatchetfish","Argyropelecus aculeatus","IUCN",18253276,NA,"LC","Unknown","IUCN"
"1357","pacific hatchet fish","Argyropelecus affinis","IUCN",190118,NA,"LC","Unknown","IUCN"
"1358","giant hatchetfish","Argyropelecus gigas","IUCN",18253282,NA,"LC","Unknown","IUCN"
"1359","half-naked hatchetfish","Argyropelecus hemigymnus","IUCN",154998,NA,"LC","Stable","IUCN"
"1360","sladen's hatchet fish","Argyropelecus sladeni","IUCN",21132859,NA,"LC","Unknown","IUCN"
"1361",NA,"Aristostomias lunifer","IUCN",60469232,NA,"LC","Unknown","IUCN"
"1362",NA,"Aristostomias polydactylus","IUCN",21132898,NA,"LC","Unknown","IUCN"
"1363","loosejaw","Aristostomias tittmanni","IUCN",190353,NA,"LC","Unknown","IUCN"
"1364","snaggletooth","Astronesthes gemmifer","IUCN",18256447,NA,"DD","Unknown","IUCN"
"1365",NA,"Astronesthes leucopogon","IUCN",190229,NA,"LC","Unknown","IUCN"
"1366","snaggletooth","Astronesthes niger","IUCN",190361,NA,"LC","Unknown","IUCN"
"1367","richardson's snaggletooth","Astronesthes richardsoni","IUCN",154815,NA,"LC","Unknown","IUCN"
"1368",NA,"Bathophilus brevis","IUCN",21132928,NA,"LC","Unknown","IUCN"
"1369","scaleless black dragonfish","Bathophilus digitatus","IUCN",18256458,NA,"LC","Unknown","IUCN"
"1370",NA,"Bathophilus metallicus","IUCN",60469323,NA,"LC","Unknown","IUCN"
"1371","scaleless dragonfish","Bathophilus vaillanti","IUCN",18256490,NA,"LC","Unknown","IUCN"
"1372","longray fangjaw","Bonapartia pedaliota","IUCN",190176,NA,"LC","Unknown","IUCN"
"1373","snaggletooth","Borostomias antarcticus","IUCN",198762,NA,"LC","Unknown","IUCN"
"1374","dana viperfish","Chauliodus danae","IUCN",190203,NA,"LC","Unknown","IUCN"
"1375","sloane's viperfish","Chauliodus sloani","IUCN",190324,NA,"LC","Unknown","IUCN"
"1376","bent-tooth bristlemouth","Cyclothone acclinidens","IUCN",18252612,NA,"LC","Stable","IUCN"
"1377","pale bristlemouth","Cyclothone alba","IUCN",190300,NA,"LC","Stable","IUCN"
"1378","brauer's eye-nosed fish","Cyclothone braueri","IUCN",198757,NA,"LC","Stable","IUCN"
"1379","small-toothed portholefish","Cyclothone microdon","IUCN",190133,NA,"LC","Stable","IUCN"
"1380","bicolored bristlemouth","Cyclothone pallida","IUCN",18252619,NA,"LC","Stable","IUCN"
"1381","slender bristlemouth","Cyclothone pseudopallida","IUCN",18252629,NA,"LC","Stable","IUCN"
"1382","threadfin dragonfish","Echiostoma barbatum","IUCN",18256560,NA,"LC","Unknown","IUCN"
"1383",NA,"Eustomias bibulbosus","IUCN",47165104,NA,"LC","Unknown","IUCN"
"1384",NA,"Eustomias bigelowi","IUCN",47165158,NA,"LC","Unknown","IUCN"
"1385","scaleless dragonfish","Eustomias macrurus","IUCN",47165363,NA,"LC","Unknown","IUCN"
"1386","scaleless dragonfish","Eustomias obscurus","IUCN",18256943,NA,"LC","Unknown","IUCN"
"1387",NA,"Eustomias polyaster","IUCN",190465,NA,"DD","Unknown","IUCN"
"1388","twinray dragonfish","Eustomias satterleei","IUCN",60470418,NA,"LC","Unknown","IUCN"
"1389",NA,"Eustomias simplex","IUCN",60470422,NA,"LC","Unknown","IUCN"
"1390","longbarb dragonfish","Flagellostomias boureei","IUCN",18256992,NA,"LC","Unknown","IUCN"
"1391","american harvestfish","Peprilus paru","IUCN",154624,"IUCN","LC - Least concern",NA,"IUCN"
"1392","american harvestfish","Peprilus paru","IUCN",154624,"USA","N5",NA,"USA"
"1393","doctorfish","Acanthurus chirurgus","IUCN",177982,NA,"LC","Stable","IUCN"
"1394","blue tang","Acanthurus coeruleus","IUCN",177953,NA,"LC","Stable","IUCN"
"1395","north american river otter","Lontra canadensis","IUCN",12302,"CT","S5",NA,"CT"
"1396","north american river otter","Lontra canadensis","IUCN",12302,"ME","S5",NA,"ME"
"1397","north american river otter","Lontra canadensis","IUCN",12302,"MA","S4",NA,"MA"
"1398","north american river otter","Lontra canadensis","IUCN",12302,"NH","S5",NA,"NH"
"1399","north american river otter","Lontra canadensis","IUCN",12302,"NY","S5",NA,"NY"
"1400","north american river otter","Lontra canadensis","IUCN",12302,"RI","S4",NA,"RI"
"1401","north american river otter","Lontra canadensis","IUCN",12302,"IUCN","LC - Least concern",NA,"IUCN"
"1402","north american river otter","Lontra canadensis","IUCN",12302,"USA","N5",NA,"USA"
"1403","bigeye squaretail","Tetragonurus atlanticus","IUCN",190296,NA,"LC","Unknown","IUCN"
"1404","smalleye squaretail","Tetragonurus cuvieri","IUCN",198716,NA,"LC","Stable","IUCN"
"1405","albacore tuna","Thunnus alalunga","IUCN",21856,"RI","NNR",NA,"RI"
"1406","albacore tuna","Thunnus alalunga","IUCN",21856,"IUCN","NT - Near threatened",NA,"IUCN"
"1407","albacore tuna","Thunnus alalunga","IUCN",21856,"USA","NNR",NA,"USA"
"1408","yellowfin tuna","Thunnus albacares","IUCN",21857,"RI","NNR",NA,"RI"
"1409","yellowfin tuna","Thunnus albacares","IUCN",21857,"IUCN","NT - Near threatened",NA,"IUCN"
"1410","yellowfin tuna","Thunnus albacares","IUCN",21857,"USA","NNR",NA,"USA"
"1411","bigeye tuna","Thunnus obesus","IUCN",21859,"RI","NNR",NA,"RI"
"1412","bigeye tuna","Thunnus obesus","IUCN",21859,"IUCN","VU - Vulnerable",NA,"IUCN"
"1413","bigeye tuna","Thunnus obesus","IUCN",21859,"USA","NNR",NA,"USA"
"1414","atlantic bluefin tuna","Thunnus thynnus","IUCN",21860,"RI","NNR",NA,"RI"
"1415","atlantic bluefin tuna","Thunnus thynnus","IUCN",21860,"IUCN","EN - Endangered",NA,"IUCN"
"1416","atlantic bluefin tuna","Thunnus thynnus","IUCN",21860,"USA","NNR",NA,"USA"
"1417","blue marlin","Makaira nigricans","IUCN",170314,"RI","NNR",NA,"RI"
"1418","blue marlin","Makaira nigricans","IUCN",170314,"IUCN","VU - Vulnerable",NA,"IUCN"
"1419","blue marlin","Makaira nigricans","IUCN",170314,"USA","NNR",NA,"USA"
"1420","swordfish","Xiphias gladius","IUCN",23148,"RI","NNR",NA,"RI"
"1421","swordfish","Xiphias gladius","IUCN",23148,"IUCN","LC - Least concern",NA,"IUCN"
"1422","swordfish","Xiphias gladius","IUCN",23148,"USA","NNR",NA,"USA"
"1423","atlantic bonito","Sarda sarda","IUCN",155096,"RI","NNR",NA,"RI"
"1424","atlantic bonito","Sarda sarda","IUCN",155096,"IUCN","LC - Least concern",NA,"IUCN"
"1425","atlantic bonito","Sarda sarda","IUCN",155096,"USA","NNR",NA,"USA"
"1426","blackfin tuna","Thunnus atlanticus","IUCN",155276,NA,"LC","Stable","IUCN"
"1427","king mackerel","Scomberomorus cavalla","IUCN",170339,"IUCN","LC - Least concern",NA,"IUCN"
"1428","king mackerel","Scomberomorus cavalla","IUCN",170339,"USA","NNR",NA,"USA"
"1429","atlantic spanish mackerel","Scomberomorus maculatus","IUCN",170323,"RI","N5",NA,"RI"
"1430","atlantic spanish mackerel","Scomberomorus maculatus","IUCN",170323,"IUCN","LC - Least concern",NA,"IUCN"
"1431","atlantic spanish mackerel","Scomberomorus maculatus","IUCN",170323,"USA","N5",NA,"USA"
"1432","little tunny","Euthynnus alletteratus","IUCN",170345,"RI","NNR",NA,"RI"
"1433","little tunny","Euthynnus alletteratus","IUCN",170345,"IUCN","LC - Least concern",NA,"IUCN"
"1434","little tunny","Euthynnus alletteratus","IUCN",170345,"USA","NNR",NA,"USA"
"1435","white marlin","Kajikia albida","IUCN",170322,"RI","NNR",NA,"RI"
"1436","white marlin","Kajikia albida","IUCN",170322,"IUCN","VU - Vulnerable",NA,"IUCN"
"1437","white marlin","Kajikia albida","IUCN",170322,"USA","NNR",NA,"USA"
"1438","cero","Scomberomorus regalis","IUCN",170327,"RI","NNR",NA,"RI"
"1439","cero","Scomberomorus regalis","IUCN",170327,"IUCN","LC - Least concern",NA,"IUCN"
"1440","cero","Scomberomorus regalis","IUCN",170327,"USA","NNR",NA,"USA"
"1441","roundscale spearfish","Tetrapturus georgii","IUCN",170333,NA,"DD","Unknown","IUCN"
"1442","sailfish","Istiophorus platypterus","IUCN",170338,NA,"LC","Unknown","IUCN"
"1443","frigate tuna","Auxis thazard","IUCN",170344,"RI","NNR",NA,"RI"
"1444","frigate tuna","Auxis thazard","IUCN",170344,"IUCN","LC - Least concern",NA,"IUCN"
"1445","frigate tuna","Auxis thazard","IUCN",170344,"USA","NNR",NA,"USA"
"1446","bullet tuna","Auxis rochei","IUCN",170355,NA,"LC","Stable","IUCN"
"1447","longbill spearfish","Tetrapturus pfluegeri","IUCN",170307,NA,"LC","Stable","IUCN"
"1448","skipjack tuna","Katsuwonus pelamis","IUCN",170310,"RI","NNR",NA,"RI"
"1449","skipjack tuna","Katsuwonus pelamis","IUCN",170310,"IUCN","LC - Least concern",NA,"IUCN"
"1450","skipjack tuna","Katsuwonus pelamis","IUCN",170310,"USA","NNR",NA,"USA"
"1451","northern stargazer","Astroscopus guttatus","IUCN",47153800,NA,"LC","Unknown","IUCN"
"1452","northern stargazer","Astroscopus guttatus","IUCN",47153800,"IUCN","LC","Unknown","IUCN"
"1453","northern stargazer","Astroscopus guttatus","IUCN",47153800,"USA","NNR","Unknown","USA"
"1454","redfin parrotfish","Sparisoma rubripinne","IUCN",190721,NA,"LC","Unknown","IUCN"
"1455","atlantic soft pout","Melanostigma atlanticum","IUCN",198723,NA,"LC","Unknown","IUCN"
"1456","snubnose eelpout","Pachycara bulbiceps","IUCN",18180983,NA,"LC","Unknown","IUCN"
"1457","semipalmated plover","Charadrius semipalmatus","IUCN",22693764,"CT","N5B,N5N",NA,"CT"
"1458","semipalmated plover","Charadrius semipalmatus","IUCN",22693764,"ME","S4S5N",NA,"ME"
"1459","semipalmated plover","Charadrius semipalmatus","IUCN",22693764,"MA","S4N",NA,"MA"
"1460","semipalmated plover","Charadrius semipalmatus","IUCN",22693764,"NH","N5B,N5N",NA,"NH"
"1461","semipalmated plover","Charadrius semipalmatus","IUCN",22693764,"NY","N5B,N5N",NA,"NY"
"1462","semipalmated plover","Charadrius semipalmatus","IUCN",22693764,"RI","N5B,N5N",NA,"RI"
"1463","semipalmated plover","Charadrius semipalmatus","IUCN",22693764,"IUCN","LC - Least concern",NA,"IUCN"
"1464","semipalmated plover","Charadrius semipalmatus","IUCN",22693764,"USA","N5B,N5N",NA,"USA"
"1465","american coot","Fulica americana","IUCN",62169677,"CT","N5B,N5N",NA,"CT"
"1466","american coot","Fulica americana","IUCN",62169677,"ME","S2?B",NA,"ME"
"1467","american coot","Fulica americana","IUCN",62169677,"MA","SXB,S3N",NA,"MA"
"1468","american coot","Fulica americana","IUCN",62169677,"NH","N5B,N5N",NA,"NH"
"1469","american coot","Fulica americana","IUCN",62169677,"NY","S3",NA,"NY"
"1470","american coot","Fulica americana","IUCN",62169677,"RI","N5B,N5N",NA,"RI"
"1471","american coot","Fulica americana","IUCN",62169677,"IUCN","LC - Least concern",NA,"IUCN"
"1472","american coot","Fulica americana","IUCN",62169677,"USA","N5B,N5N",NA,"USA"
"1473","killdeer","Charadrius vociferus","IUCN",22693777,"CT","S4B",NA,"CT"
"1474","killdeer","Charadrius vociferus","IUCN",22693777,"ME","S3N,S5B",NA,"ME"
"1475","killdeer","Charadrius vociferus","IUCN",22693777,"MA","S5B,S5N",NA,"MA"
"1476","killdeer","Charadrius vociferus","IUCN",22693777,"NH","S5B",NA,"NH"
"1477","killdeer","Charadrius vociferus","IUCN",22693777,"NY","S5",NA,"NY"
"1478","killdeer","Charadrius vociferus","IUCN",22693777,"RI","S4B",NA,"RI"
"1479","killdeer","Charadrius vociferus","IUCN",22693777,"IUCN","LC - Least concern",NA,"IUCN"
"1480","killdeer","Charadrius vociferus","IUCN",22693777,"USA","N5B,N5N",NA,"USA"
"1481","black tern","Chlidonias niger","IUCN",22694787,"CT","N4B",NA,"CT"
"1482","black tern","Chlidonias niger","IUCN",22694787,"ME","S2B",NA,"ME"
"1483","black tern","Chlidonias niger","IUCN",22694787,"MA","S2N",NA,"MA"
"1484","black tern","Chlidonias niger","IUCN",22694787,"NH","N4B",NA,"NH"
"1485","black tern","Chlidonias niger","IUCN",22694787,"NY","S2B",NA,"NY"
"1486","black tern","Chlidonias niger","IUCN",22694787,"IUCN","LC - Least concern",NA,"IUCN"
"1487","black tern","Chlidonias niger","IUCN",22694787,"USA","N4B",NA,"USA"
